SF	Word	Segmentation	Analysis	Freq
pɑzulɑrɯn	pazuların	pɑzu-lɑr-ɯn	Stem-pl-gen	6
burun	burun	burun	Stem	15
sen	sen	sen	Stem	535
bu	bu	bu	Stem	613
oun	onun	o-un	Stem-gen	28
efendim	efendim	efendi-m	Stem-p1s	53
byjyk	büyük	byjyk	Stem	15
hɑdi	hadi	hɑdi	Stem	226
ɑdɯn	adın	ɑd-ɯn	Stem-gen	8
peki	peki	peki	Stem	218
ne	ne	ne	Stem	1396
ɑnne	anne	ɑnne	Stem	64
kedilerden	kedilerden	kedi-ler-den	Stem-pl-abl	2
kurtlɑr	kurtlar	kurt-lɑr	Stem-pl	17
nɑsɯl	nasıl	nɑsɯl	Stem	228
ne	ne	ne	Stem	1396
mektup	mektup	mektup	Stem	2
ɑferin	aferin	ɑferin	Stem	121
jɑzɯk	yazık	jɑzɯk	Stem	25
ʃimdi	şimdi	ʃimdi	Stem	122
sɑklɑmɑ	saklama	sɑklɑ-mɑ	Stem-vn:inf	1
kime	kime	kim-e	Stem-dat	19
ʃeji	şeyi	ʃej-i	Stem-acc	4
bɑʃkɑ	başka	bɑʃkɑ	Stem	140
ɑj	ay	ɑj	Stem	41
ev	ev	ev	Stem	7
bɑʃkɑ	başka	bɑʃkɑ	Stem	140
ɑmɑ	ama	ɑmɑ	Stem	155
senin	senin	sen-in	Stem-gen	175
neree	nereye	nere-e	Stem-dat	122
ʤɑnm	canım	ʤɑn-m	Stem-p1s	76
dedene	dedene	dede-n-e	Stem-p2s-dat	1
kojmɑ	koyma	koj-mɑ	Stem-vn:inf	5
neree	nereye	nere-e	Stem-dat	122
ren	ren	re-n	Stem-p2s	30
eve	eve	ev-e	Stem-dat	16
de	de	de	Stem	95
ɑdɑm	adam	ɑdɑm	Stem	11
bɑlɯklɑr	balıklar	bɑlɯk-lɑr	Stem-pl	18
vɑr	var	vɑr	Stem	195
bu	bu	bu	Stem	613
burʧɑk	burçak	burʧɑk	Stem	119
renk	renk	renk	Stem	23
kim	kim	kim	Stem	239
nije	niye	nije	Stem	164
sen	sen	sen	Stem	535
top	top	top	Stem	35
sen	sen	sen	Stem	535
tɑkmɑm	takmam	tɑk-mɑ-m	Stem-vn:inf-p1s	1
kɯzm	kızım	kɯz-m	Stem-p1s	197
vɑr	var	vɑr	Stem	195
bu	bu	bu	Stem	613
ne	ne	ne	Stem	1396
ne	ne	ne	Stem	1396
neden	neden	neden	Stem	26
yty	ütü	yty	Stem	31
nije	niye	nije	Stem	164
sen	sen	sen	Stem	535
nɑsɯl	nasıl	nɑsɯl	Stem	228
ʧoʤuklɑr	çocuklar	ʧoʤuk-lɑr	Stem-pl	52
tulumun	tulumun	tulum-un	Stem-gen	1
iʃte	işte	iʃte	Stem	51
kɑzɯ	kazı	kɑzɯ	Stem	1
bu	bu	bu	Stem	613
nerede	nerede	nere-de	Stem-loc	63
hɑni	hani	hɑni	Stem	100
bu	bu	bu	Stem	613
ɑnne	anne	ɑnne	Stem	64
sɑnɑ	sana	sɑn-ɑ	Stem-dat	146
hɑstɑ	hasta	hɑstɑ	Stem	2
tɑbɑklɑrɯ	tabakları	tɑbɑk-lɑr-ɯ	Stem-pl-acc	1
ojun	oyun	ojun	Stem	16
ʤɑnm	canım	ʤɑn-m	Stem-p1s	76
jɑpɑlɯm	yapalım	jɑp-ɑ-lɯ-m	Stem-cv:ye-li-p1s	23
bebek	bebek	bebek	Stem	62
sɑnɑ	sana	sɑn-ɑ	Stem-dat	146
beni	beni	ben-i	Stem-acc	28
sen	sen	sen	Stem	535
ɑmɑ	ama	ɑmɑ	Stem	155
bu	bu	bu	Stem	613
nerede	nerede	nere-de	Stem-loc	63
denizde	denizde	deniz-de	Stem-loc	12
ne	ne	ne	Stem	1396
kɯzmɑ	kızıma	kɯz-m-ɑ	Stem-p1s-dat	45
pek	pek	pek	Stem	12
resmi	resmi	resmi	Stem	16
kɑhvɑltɯ	kahvaltı	kɑhvɑltɯ	Stem	3
hɑni	hani	hɑni	Stem	100
fysun	füsun	fysun	Stem	3
bɑkɑlɯm	bakalım	bɑkɑlɯm	Stem	165
øjle	öyle	øjle	Stem	51
kɑlemin	kalemin	kɑlem-in	Stem-gen	5
sen	sen	sen	Stem	535
mɑmɑ	mama	mɑmɑ	Stem	44
juvɑrlɑk	yuvarlak	juvɑrlɑk	Stem	2
ne	ne	ne	Stem	1396
evet	evet	evet	Stem	125
sɑnɑ	sana	sɑn-ɑ	Stem-dat	146
evin	evin	ev-in	Stem-gen	22
bir	bir	bir	Stem	210
sɑnɑ	sana	sɑn-ɑ	Stem-dat	146
bir	bir	bir	Stem	210
ne	ne	ne	Stem	1396
ɑnneɑnne	anneanne	ɑnneɑnne	Stem	6
øjle	öyle	øjle	Stem	51
bu	bu	bu	Stem	613
ʧok	çok	ʧok	Stem	185
peki	peki	peki	Stem	218
jɑ	ya	jɑ	Stem	29
nei	nesi	ne-i	Stem-p3s	40
teʃekkyr	teşekkür	teʃekkyr	Stem	9
bɑkɑlɯm	bakalım	bɑkɑlɯm	Stem	165
burɑɑ	buraya	burɑ-ɑ	Stem-dat	67
hɑdi	hadi	hɑdi	Stem	226
bɑlonu	balonu	bɑlon-u	Stem-p3s	4
lytfen	lütfen	lytfen	Stem	31
turunʤu	turuncu	turunʤu	Stem	3
nɑsɯl	nasıl	nɑsɯl	Stem	228
buun	bunun	bu-un	Stem-gen	28
gyzel	güzel	gyzel	Stem	110
ʤɑnm	canım	ʤɑn-m	Stem-p1s	76
ne	ne	ne	Stem	1396
ɑnnen	annen	ɑnne-n	Stem-p2s	69
bɑbɑn	baban	bɑbɑ-n	Stem-p2s	37
jok	yok	jok	Stem	69
ne	ne	ne	Stem	1396
ben	ben	ben	Stem	175
hɑngi	hangi	hɑngi	Stem	25
niʧin	niçin	niʧin	Stem	114
kim	kim	kim	Stem	239
kuzu	kuzu	kuzu	Stem	11
tykyrme	tükürme	tykyr-me	Stem-vn:inf	1
nije	niye	nije	Stem	164
kɑnɑtlɑrɯn	kanatların	kɑnɑt-lɑr-ɯn	Stem-pl-gen	2
finʤɑn	fincan	finʤɑn	Stem	3
ne	ne	ne	Stem	1396
ɑj	ay	ɑj	Stem	41
jɑzɯk	yazık	jɑzɯk	Stem	25
ʧiʧek	çiçek	ʧiʧek	Stem	9
kuzu	kuzu	kuzu	Stem	11
