SF	Word	Segmentation	Analysis	Freq
inʃɑɑt	inşaat	inʃɑɑt	Stem	954
fotoɰrɑflɑr	fotoğraflar	fotoɰrɑf-lɑr	Stem-pl	383
ulɑʃɯm	ulaşım	ulɑʃɯm	Stem	931
beri	beri	beri	Stem	2286
bir	bir	bir	Stem	249887
dɑimɑ	daima	dɑimɑ	Stem	914
medjɑ	medya	medjɑ	Stem	761
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
ilk	ilk	ilk	Stem	15113
ejlyl	eylül	ejlyl	Stem	2779
ile	ile	ile	Stem	91917
getirileri	getirileri	getiri-ler-i	Stem-pl-p3s	28
bir	bir	bir	Stem	249887
gønylly	gönüllü	gønylly	Stem	646
bizlerin	bizlerin	bizler-in	Stem-gen	159
bir	bir	bir	Stem	249887
kɑt	kat	kɑt	Stem	2488
meslek	meslek	meslek	Stem	3279
dyzenleri	düzenleri	dyzen-ler-i	Stem-pl-p3s	40
onɑjlɑmɑ	onaylamak	onɑj-lɑ-mɑ	Stem-la-vn:inf	53
gøren	gören	gør-en	Stem-part:pres	1375
ɑzɑmi	azami	ɑzɑmi	Stem	452
dujɑrlɯlɯk	duyarlılık	dujɑrlɯ-lɯk	Stem-lik	167
bu	bu	bu	Stem	182175
ile	ile	ile	Stem	91917
junɑn	yunan	junɑ-n	Stem-p2s	967
mesire	mesire	mesire	Stem	110
potɑnsijel	potansiyel	potɑnsijel	Stem	600
muʃ	muş	muʃ	Stem	103
ʧok	çok	ʧok	Stem	44655
no	no	no	Stem	11301
gibi	gibi	gibi	Stem	32871
uzmɑn	uzman	uzmɑn	Stem	1796
rehberleri	rehberleri	rehber-ler-i	Stem-pl-p3s	57
jeni	yeni	jeni	Stem	23280
ɑlɯnɑn	alınan	ɑlɯn-ɑn	Stem-part:pres	3176
dynjɑɯn	dünyanın	dynjɑ-ɯn	Stem-gen	2712
dyzenli	düzenli	dyzen-li	Stem-li	1713
tel	tel	tel	Stem	8775
kɑlɑn	kalan	kɑl-ɑn	Stem-part:pres	3140
ve	ve	ve	Stem	410082
ve	ve	ve	Stem	410082
henyz	henüz	henyz	Stem	1937
bu	bu	bu	Stem	182175
mɑkinɑ	makina	mɑkinɑ	Stem	1178
tɑrih	tarih	tɑrih	Stem	3817
sɑjɯɯ	sayısı	sɑjɯ-ɯ	Stem-p3s	3460
kurulu	kurulu	kurul-u	Stem-p3s	9104
ødev	ödev	ødev	Stem	174
hemen	hemen	hemen	Stem	6034
hɑkimijet	hakimiyet	hɑkimijet	Stem	171
bir	bir	bir	Stem	249887
ʃɑrtlɑrɯ	şartları	ʃɑrt-lɑr-ɯ	Stem-pl-p3s	1006
vejɑ	veya	vejɑ	Stem	35728
kɑrne	karne	kɑrne	Stem	89
ve	ve	ve	Stem	410082
sokɑktɑ	sokakta	sokɑk-tɑ	Stem-loc	231
hɑzɯrlɑr	hazırlar	hɑzɯr-lɑr	Stem-pl	397
merkez	merkez	merkez	Stem	4110
bir	bir	bir	Stem	249887
etmete	etmekte	et-me-te	Stem-vn:inf-loc	610
syreleri	süreleri	syre-ler-i	Stem-pl-acc	539
vɑde	vade	vɑde	Stem	328
konulu	konulu	konu-lu	Stem-li	746
ʧɯkɑrɑn	çıkaran	ʧɯkɑr-ɑn	Stem-part:pres	252
jɑpmɑ	yapmak	jɑp-mɑ	Stem-vn:inf	4122
progrɑmlɑr	programlar	progrɑm-lɑr	Stem-pl	924
ʃikɑjeti	şikayeti	ʃikɑjet-i	Stem-p3s	114
ɑlɑn	alan	ɑl-ɑn	Stem-part:pres	9336
mɑdde	madde	mɑdde	Stem	16908
iʃ	iş	iʃ	Stem	8264
ve	ve	ve	Stem	410082
kɑdir	kadir	kɑdir	Stem	214
en	en	en	Stem	39710
ve	ve	ve	Stem	410082
bytyn	bütün	bytyn	Stem	12112
mɑrt	mart	mɑrt	Stem	2684
ʤevɑplɑrɯ	cevapları	ʤevɑp-lɑr-ɯ	Stem-pl-acc	115
sɑɑt	saat	sɑɑt	Stem	5547
søjleʃi	söyleşi	søjleʃi	Stem	171
doktornuzɑ	doktorunuza	doktor-nuz-ɑ	Stem-p2p-dat	82
girdilerin	girdilerin	girdi-ler-in	Stem-pl-gen	32
bɑkɑnlɑr	bakanlar	bɑkɑn-lɑr	Stem-pl	1366
ɑnɑhtɑr	anahtar	ɑnɑhtɑr	Stem	867
test	test	test	Stem	1627
ɑkɯʃɯ	akışı	ɑk-ɯʃ-ɯ	Stem-vn:yis-p3s	335
køjy	köyü	køj-y	Stem-p3s	704
bu	bu	bu	Stem	182175
gerʧek	gerçek	gerʧek	Stem	3817
strɑteʒii	stratejisi	strɑteʒi-i	Stem-p3s	193
jyzde	yüzde	jyz-de	Stem-loc	3661
ɑkɯʃɯ	akışı	ɑk-ɯʃ-ɯ	Stem-vn:yis-p3s	335
ɑɰɑʧlɑrɯ	ağaçları	ɑɰɑʧ-lɑr-ɯ	Stem-pl-p3s	207
iʃletmeler	işletmeler	iʃletme-ler	Stem-pl	380
olɑjɯn	olayın	olɑj-ɯn	Stem-gen	530
jok	yok	jok	Stem	6383
tɑblo	tablo	tɑblo	Stem	2209
hykymetiin	hükümetinin	hykymet-i-in	Stem-p3s-gen	222
hizmetleri	hizmetleri	hizmet-ler-i	Stem-pl-p3s	3426
etki	etki	etki	Stem	1439
ve	ve	ve	Stem	410082
dørt	dört	dørt	Stem	3370
geleʤek	gelecek	geleʤek	Stem	2238
dɑhɑ	daha	dɑhɑ	Stem	45708
sɑnɑji	sanayi	sɑnɑji	Stem	4571
bir	bir	bir	Stem	249887
ʒinekoloʒik	jinekolojik	ʒinekoloʒik	Stem	47
dɑ	da	dɑ	Stem	70573
rɑporlɑrɯ	raporları	rɑpor-lɑr-ɯ	Stem-pl-p3s	563
devɑm	devam	devɑm	Stem	12051
ɑɰlɑrdɑ	ağlarda	ɑɰ-lɑr-dɑ	Stem-pl-loc	37
sevijeiin	seviyesinin	sevije-i-in	Stem-p3s-gen	179
kiʃiler	kişiler	kiʃi-ler	Stem-pl	1850
son	son	son	Stem	14420
bu	bu	bu	Stem	182175
veren	veren	ver-en	Stem-part:pres	3546
biz	biz	biz	Stem	6202
ɑnʤɑk	ancak	ɑnʤɑk	Stem	19398
depremlerin	depremlerin	deprem-ler-in	Stem-pl-gen	88
detɑjlɯ	detaylı	detɑj-lɯ	Stem-li	1126
ile	ile	ile	Stem	91917
el	el	el	Stem	2750
bøjle	böyle	bøjle	Stem	6583
entegrɑsjon	entegrasyon	entegrɑsjon	Stem	325
iʃe	işe	iʃ-e	Stem-dat	1450
ve	ve	ve	Stem	410082
kɑpɑlɯ	kapalı	kɑpɑlɯ	Stem	1860
zor	zor	zor	Stem	2475
kendi	kendi	kendi	Stem	12153
tɑkip	takip	tɑkip	Stem	3390
kendi	kendi	kendi	Stem	12153
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
kurulu	kurulu	kurul-u	Stem-p3s	9104
ɑjɯplɯ	ayıplı	ɑjɯp-lɯ	Stem-li	28
bir	bir	bir	Stem	249887
kɑliteli	kaliteli	kɑlite-li	Stem-li	1470
ɑlʧɑk	alçak	ɑlʧɑk	Stem	258
ejlemleri	eylemleri	ejlem-ler-i	Stem-pl-p3s	171
hɑklɑrɯ	hakları	hɑk-lɑr-ɯ	Stem-pl-p3s	2801
enerʒii	enerjisi	enerʒi-i	Stem-p3s	592
øɰrenʤilerin	öğrencilerin	øɰrenʤi-ler-in	Stem-pl-gen	2555
hɑfif	hafif	hɑfif	Stem	1504
de	de	de	Stem	62501
toprɑklɑrɯ	toprakları	toprɑk-lɑr-ɯ	Stem-pl-p3s	255
okuɑn	okuyan	oku-ɑn	Stem-part:pres	297
devɑm	devam	devɑm	Stem	12051
jerli	yerli	jerli	Stem	1192
gøre	göre	gøre	Stem	22404
dɑvɑɯn	davanın	dɑvɑ-ɯn	Stem-gen	330
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
kɑdɑr	kadar	kɑdɑr	Stem	27434
dynjɑdɑ	dünyada	dynjɑ-dɑ	Stem-loc	2698
bile	bile	bile	Stem	6823
bilim	bilim	bilim	Stem	3347
iʧin	için	iʧin	Stem	87024
hususlɑr	hususlar	husus-lɑr	Stem-pl	623
dɑhɑ	daha	dɑhɑ	Stem	45708
bu	bu	bu	Stem	182175
erken	erken	erken	Stem	1801
perɑkende	perakende	perɑkende	Stem	242
vererek	vererek	ver-erek	Stem-cv:erek	838
kesim	kesim	kesim	Stem	521
kendi	kendi	kendi	Stem	12153
internet	internet	internet	Stem	5319
gyven	güven	gyven	Stem	1254
gerekli	gerekli	gerek-li	Stem-li	8063
hɑngi	hangi	hɑngi	Stem	5122
kredii	kredisi	kredi-i	Stem-p3s	381
bu	bu	bu	Stem	182175
itirɑz	itiraz	itirɑz	Stem	934
jønetim	yönetim	jønetim	Stem	9207
jɯl	yıl	jɯl	Stem	12079
mensuplɑrɯ	mensupları	mensup-lɑr-ɯ	Stem-pl-p3s	277
bɑʃvurmɑ	başvurma	bɑʃvur-mɑ	Stem-vn:inf	250
bir	bir	bir	Stem	249887
bu	bu	bu	Stem	182175
ɑrtɯk	artık	ɑrtɯk	Stem	5375
doɰɑl	doğal	doɰɑl	Stem	3272
gyvenlik	güvenlik	gyvenlik	Stem	3921
pɑjɯ	payı	pɑj-ɯ	Stem-p3s	941
jønelik	yönelik	jønelik	Stem	4877
jɑ	ya	jɑ	Stem	16514
fijɑtlɑrmɯzɑ	fiyatlarımıza	fijɑt-lɑr-mɯz-ɑ	Stem-pl-p1p-dat	41
kelimelik	kelimelik	kelime-lik	Stem-lik	27
kelimei	kelimesi	kelime-i	Stem-p3s	268
gynmyzyn	günümüzün	gyn-myz-yn	Stem-p1p-gen	207
kolonlɑr	kolonlar	kolon-lɑr	Stem-pl	38
birikimi	birikimi	birikim-i	Stem-p3s	343
noktɑ	nokta	noktɑ	Stem	1538
ve	ve	ve	Stem	410082
byjyk	büyük	byjyk	Stem	22235
gynej	güney	gynej	Stem	1314
teslim	teslim	teslim	Stem	2328
biten	biten	bit-en	Stem-part:pres	204
ve	ve	ve	Stem	410082
jyzde	yüzde	jyz-de	Stem-loc	3661
bir	bir	bir	Stem	249887
hem	hem	hem	Stem	10393
uluslɑrɑrɑsɯ	uluslararası	ulus-lɑr-ɑrɑsɯ	Stem-pl-arasi	4727
kɑmerɑ	kamera	kɑmerɑ	Stem	500
kurtɑrmɑ	kurtarma	kurtɑr-mɑ	Stem-vn:inf	433
jøn	yön	jøn	Stem	662
hɑttɑ	hatta	hɑttɑ	Stem	3409
resim	resim	resim	Stem	1993
nem	nem	nem	Stem	463
toplɑntɯɯ	toplantısı	toplɑntɯ-ɯ	Stem-p3s	667
gibi	gibi	gibi	Stem	32871
ʧɑlɯʃɑnɯ	çalışanı	ʧɑlɯʃɑn-ɯ	Stem-p3s	176
ʤelɑl	celal	ʤelɑl	Stem	270
hepmiz	hepimiz	hep-miz	Stem-p1p	539
belgeleri	belgeleri	belge-ler-i	Stem-pl-p3s	924
jønetmelik	yönetmelik	jønetmelik	Stem	1750
her	her	her	Stem	37829
bir	bir	bir	Stem	249887
bu	bu	bu	Stem	182175
ve	ve	ve	Stem	410082
tym	tüm	tym	Stem	17273
mehter	mehter	mehter	Stem	28
sɑvunmɑ	savunma	sɑvun-mɑ	Stem-vn:inf	1410
ve	ve	ve	Stem	410082
duvɑrɑ	duvara	duvɑr-ɑ	Stem-dat	220
bir	bir	bir	Stem	249887
jɯlɯ	yılı	jɯl-ɯ	Stem-p3s	3791
kɑrɑ	kara	kɑrɑ	Stem	1479
vɑr	var	vɑr	Stem	11381
pos	pos	pos	Stem	172
biʧimde	biçimde	biʧim-de	Stem-loc	2831
sevgi	sevgi	sevgi	Stem	1142
jøndeki	yöndeki	jøn-de-ki	Stem-loc-ki	127
jok	yok	jok	Stem	6383
denk	denk	denk	Stem	368
hɑklɑrɯɯn	haklarının	hɑk-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	436
beni	beni	ben-i	Stem-acc	1834
syre	süre	syre	Stem	7092
portfoljo	portfolyo	portfoljo	Stem	30
hep	hep	hep	Stem	2993
jɑrdɯm	yardım	jɑrdɯm	Stem	3571
geʧmiʃ	geçmiş	geʧmiʃ	Stem	1125
zɑmɑn	zaman	zɑmɑn	Stem	15726
jønetimi	yönetimi	jønetim-i	Stem-p3s	2792
yzere	üzere	yzere	Stem	10877
hedef	hedef	hedef	Stem	1596
dɑ	da	dɑ	Stem	70573
ve	ve	ve	Stem	410082
ederken	ederken	eder-ken	Stem-cv:ken	664
son	son	son	Stem	14420
ve	ve	ve	Stem	410082
de	de	de	Stem	62501
derslere	derslere	ders-ler-e	Stem-pl-dat	317
ys	üs	ys	Stem	87
jersiz	yersiz	jersiz	Stem	55
ɑdet	adet	ɑdet	Stem	4090
ʧɑlɯʃɑn	çalışan	ʧɑlɯʃ-ɑn	Stem-part:pres	2936
ɑjɯ	ayı	ɑj-ɯ	Stem-p3s	1267
jemjeʃil	yemyeşil	jemjeʃil	Stem	84
kɯrɯk	kırık	kɯrɯk	Stem	471
diplomɑɯ	diploması	diplomɑ-ɯ	Stem-p3s	233
bu	bu	bu	Stem	182175
tɑsɑrɯm	tasarım	tɑsɑrɯm	Stem	1728
kɑrɑrlɑrɯ	kararları	kɑrɑr-lɑr-ɯ	Stem-pl-p3s	787
bilgi	bilgi	bilgi	Stem	14026
kɑmu	kamu	kɑmu	Stem	4629
bir	bir	bir	Stem	249887
konulɑrɯn	konuların	konu-lɑr-ɯn	Stem-pl-gen	420
r	r	r	Stem	1712
iʧin	için	iʧin	Stem	87024
jɑsɑɯn	yasanın	jɑsɑ-ɯn	Stem-gen	431
tɑvsijeleri	tavsiyeleri	tɑvsije-ler-i	Stem-pl-p3s	64
sɑvɑʃ	savaş	sɑvɑʃ	Stem	2527
gɑlerii	galerisi	gɑleri-i	Stem-p3s	115
myhendislik	mühendislik	myhendis-lik	Stem-lik	1240
mymkyn	mümkün	mymkyn	Stem	5493
el	el	el	Stem	2750
ʤinsellik	cinsellik	ʤin-sel-lik	Stem-sal-lik	50
giriʃimler	girişimler	giriʃim-ler	Stem-pl	161
deɰiʃik	değişik	deɰiʃik	Stem	3442
idɑri	idari	idɑri	Stem	1330
neden	neden	neden	Stem	6231
kodlɑrɯ	kodları	kod-lɑr-ɯ	Stem-pl-p3s	202
øjkyy	öyküsü	øjky-y	Stem-p3s	238
ekonomik	ekonomik	ekonomik	Stem	6130
gelir	gelir	gelir	Stem	5549
unlu	unlu	un-lu	Stem-li	64
bɑnkɑɯ	bankası	bɑnkɑ-ɯ	Stem-p3s	1730
bir	bir	bir	Stem	249887
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
ɑnmɑ	anma	ɑn-mɑ	Stem-vn:inf	175
mɑkinɑɯn	makinanın	mɑkinɑ-ɯn	Stem-gen	84
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
køjlerde	köylerde	køj-ler-de	Stem-pl-loc	214
bir	bir	bir	Stem	249887
bøjle	böyle	bøjle	Stem	6583
progrɑmɯ	programı	progrɑm-ɯ	Stem-p3s	3377
uɰrɑʃ	uğraş	uɰrɑʃ	Stem	132
t	t	t	Stem	2903
kez	kez	kez	Stem	4692
seʧim	seçim	seʧim	Stem	2030
bir	bir	bir	Stem	249887
ɑslɯndɑ	aslında	ɑslɯndɑ	Stem	2381
ilk	ilk	ilk	Stem	15113
dɑhɑ	daha	dɑhɑ	Stem	45708
bir	bir	bir	Stem	249887
nesneleri	nesneleri	nesne-ler-i	Stem-pl-p3s	128
zɑmɑn	zaman	zɑmɑn	Stem	15726
tɑnɯtɯm	tanıtım	tɑnɯtɯm	Stem	762
ɑdet	adet	ɑdet	Stem	4090
konudɑ	konuda	konu-dɑ	Stem-loc	4190
izlenmei	izlenmesi	iz-len-me-i	Stem-lan-vn:inf-p3s	242
eɰitim	eğitim	eɰitim	Stem	12936
iʃlem	işlem	iʃlem	Stem	2943
kɑlɑn	kalan	kɑl-ɑn	Stem-part:pres	3140
hɑzɯrlɑmɑ	hazırlamak	hɑzɯr-lɑ-mɑ	Stem-la-vn:inf	391
kɑlkɯnmɑdɑ	kalkınmada	kɑlkɯn-mɑ-dɑ	Stem-vn:inf-loc	98
progrɑm	program	progrɑm	Stem	4385
ve	ve	ve	Stem	410082
bir	bir	bir	Stem	249887
terk	terk	terk	Stem	867
ʃɑrt	şart	ʃɑrt	Stem	593
ve	ve	ve	Stem	410082
dinɑr	dinar	dinɑr	Stem	42
kimjɑsɑl	kimyasal	kimjɑ-sɑl	Stem-sal	1696
vejɑ	veya	vejɑ	Stem	35728
ve	ve	ve	Stem	410082
iliʃkin	ilişkin	iliʃkin	Stem	4630
ʧok	çok	ʧok	Stem	44655
køʃei	köşesi	køʃe-i	Stem-p3s	99
dɑ	da	dɑ	Stem	70573
ɑkut	akut	ɑkut	Stem	679
telefon	telefon	telefon	Stem	3301
meɰer	meğer	meɰer	Stem	88
ɑɰɯr	ağır	ɑɰɯr	Stem	2446
puɑn	puan	puɑn	Stem	923
ʃɑhɯslɑrɯ	şahısları	ʃɑhɯs-lɑr-ɯ	Stem-pl-acc	31
sistemi	sistemi	sistem-i	Stem-p3s	5056
temsil	temsil	temsil	Stem	1911
dønemde	dönemde	dønem-de	Stem-loc	2835
verimlilik	verimlilik	verim-li-lik	Stem-li-lik	491
jyksek	yüksek	jyksek	Stem	13663
bu	bu	bu	Stem	182175
sɑhil	sahil	sɑhil	Stem	382
deɰiʃim	değişim	deɰiʃim	Stem	1181
hɑlde	halde	hɑl-de	Stem-loc	2697
ʧɯkɑn	çıkan	ʧɯk-ɑn	Stem-part:pres	3178
okulønʤesi	okulöncesi	okulønʤesi	Stem	181
doɰru	doğru	doɰru	Stem	8053
gyn	gün	gyn	Stem	11539
gøstermee	göstermeye	gøster-me-e	Stem-vn:inf-dat	209
øzellikle	özellikle	øzellikle	Stem	7973
ɑilelerin	ailelerin	ɑile-ler-in	Stem-pl-gen	240
bir	bir	bir	Stem	249887
bile	bile	bile	Stem	6823
øzellikle	özellikle	øzellikle	Stem	7973
ɑrɑʃtɯrmɑʤɯ	araştırmacı	ɑrɑʃtɯrmɑʤɯ	Stem	208
grup	grup	grup	Stem	3248
merdivenlerden	merdivenlerden	merdiven-ler-den	Stem-pl-abl	28
ortɑmlɑrdɑ	ortamlarda	ortɑm-lɑr-dɑ	Stem-pl-loc	405
merɑk	merak	merɑk	Stem	676
teknik	teknik	teknik	Stem	6014
dili	dili	dil-i	Stem-p3s	1804
il	il	il	Stem	1552
terʤih	tercih	terʤih	Stem	2876
ile	ile	ile	Stem	91917
uzun	uzun	uzun	Stem	6994
sɑɰlɯklɯ	sağlıklı	sɑɰlɯk-lɯ	Stem-li	2138
bɑzɯ	bazı	bɑzɯ	Stem	9383
ʧɑlɯʃmɑɯ	çalışması	ʧɑlɯʃ-mɑ-ɯ	Stem-vn:inf-p3s	1546
tek	tek	tek	Stem	10539
kuvvetler	kuvvetler	kuvvet-ler	Stem-pl	236
sonrɑ	sonra	sonrɑ	Stem	29350
toplɑnɑn	toplanan	toplɑn-ɑn	Stem-part:pres	610
eseri	eseri	eser-i	Stem-p3s	463
dyʃynmei	düşünmeyi	dyʃyn-me-i	Stem-vn:inf-acc	57
ibɑret	ibaret	ibɑret	Stem	340
ønʤeden	önceden	ønʤeden	Stem	2006
byjyk	büyük	byjyk	Stem	22235
ve	ve	ve	Stem	410082
kɑrɑ	kara	kɑrɑ	Stem	1479
sɑɰlɑmɑɑ	sağlamaya	sɑɰlɑ-mɑ-ɑ	Stem-vn:inf-dat	219
ɑlternɑtif	alternatif	ɑlternɑtif	Stem	952
mesleki	mesleki	mesleki	Stem	1426
bilinʧsiz	bilinçsiz	bilinʧ-siz	Stem-siz	100
nitelikli	nitelikli	nitelik-li	Stem-li	544
dersleri	dersleri	ders-ler-i	Stem-pl-p3s	871
nesneler	nesneler	nesne-ler	Stem-pl	148
jɑpmɑɑ	yapmaya	jɑp-mɑ-ɑ	Stem-vn:inf-dat	1128
pɑrɑlellik	paralellik	pɑrɑlel-lik	Stem-lik	76
ve	ve	ve	Stem	410082
olɑjlɑrɯn	olayların	olɑj-lɑr-ɯn	Stem-pl-gen	421
ujgun	uygun	ujgun	Stem	11689
ikɑmetgɑhɯ	ikametgahı	ikɑmetgɑh-ɯ	Stem-p3s	39
robot	robot	robot	Stem	130
yʤretli	ücretli	yʤretli	Stem	268
geʧtikʧe	geçtikçe	geʧ-tikʧe	Stem-cv:dikce	233
bu	bu	bu	Stem	182175
ve	ve	ve	Stem	410082
yst	üst	yst	Stem	4173
ve	ve	ve	Stem	410082
ʃehiriʧi	şehiriçi	ʃehiriʧi	Stem	44
bir	bir	bir	Stem	249887
kɑrɑr	karar	kɑrɑr	Stem	6387
no	no	no	Stem	11301
renk	renk	renk	Stem	1827
korkunʧ	korkunç	korkunʧ	Stem	263
bir	bir	bir	Stem	249887
jɑklɑʃɯk	yaklaşık	jɑklɑʃɯk	Stem	3716
iʧin	için	iʧin	Stem	87024
dɑvet	davet	dɑvet	Stem	1217
iʃlemi	işlemi	iʃlem-i	Stem-p3s	1821
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
dek	dek	dek	Stem	677
olɑn	olan	ol-ɑn	Stem-part:pres	42598
dɑhɑ	daha	dɑhɑ	Stem	45708
hɑjli	hayli	hɑjli	Stem	369
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	71279
ylkelerin	ülkelerin	ylke-ler-in	Stem-pl-gen	1187
kɑmpɑnjɑ	kampanya	kɑmpɑnjɑ	Stem	543
ile	ile	ile	Stem	91917
ʧɑɰrɯɯ	çağrısı	ʧɑɰrɯ-ɯ	Stem-p3s	170
doɰru	doğru	doɰru	Stem	8053
enstityy	enstitüsü	enstity-y	Stem-p3s	1427
olmɑɑn	olmayan	ol-mɑ-ɑn	Stem-neg-part:pres	4689
tyketiʤii	tüketicisi	tyketiʤi-i	Stem-p3s	34
ihɑlein	ihalenin	ihɑle-in	Stem-gen	124
ɑdɯ	adı	ɑd-ɯ	Stem-p3s	5293
bile	bile	bile	Stem	6823
tutɑrlɑrɯ	tutarları	tutɑr-lɑr-ɯ	Stem-pl-p3s	103
jorgunluk	yorgunluk	jorgun-luk	Stem-lik	151
sureti	sureti	suret-i	Stem-p3s	253
oruʧ	oruç	oruʧ	Stem	102
sytunlu	sütunlu	sytun-lu	Stem-li	31
ɑjnɯ	aynı	ɑjnɯ	Stem	14697
jɑjɯlɯm	yayılım	jɑjɯlɯm	Stem	71
ylkeler	ülkeler	ylke-ler	Stem-pl	1470
zorunlu	zorunlu	zorunlu	Stem	2005
ɑrtɯk	artık	ɑrtɯk	Stem	5375
seminerler	seminerler	seminer-ler	Stem-pl	293
bɑhɑr	bahar	bɑhɑr	Stem	685
ve	ve	ve	Stem	410082
ɑjkɯrɯlɯk	aykırılık	ɑjkɯrɯ-lɯk	Stem-lik	110
ihtijɑʧ	ihtiyaç	ihtijɑʧ	Stem	2247
jer	yer	jer	Stem	14805
hɑstɑlɑrdɑ	hastalarda	hɑstɑ-lɑr-dɑ	Stem-pl-loc	1204
hɑlk	halk	hɑlk	Stem	3529
eɰer	eğer	eɰer	Stem	5659
iliʃkin	ilişkin	iliʃkin	Stem	4630
bebekte	bebekte	bebek-te	Stem-loc	59
sonrɑ	sonra	sonrɑ	Stem	29350
sɑɰlɑɑn	sağlayan	sɑɰlɑ-ɑn	Stem-part:pres	1962
ev	ev	ev	Stem	2839
bir	bir	bir	Stem	249887
ʃehir	şehir	ʃehir	Stem	1752
ɑjni	ayni	ɑjni	Stem	1541
olɑjɯ	olayı	olɑj-ɯ	Stem-p3s	694
gøren	gören	gør-en	Stem-part:pres	1375
øzel	özel	øzel	Stem	13135
bu	bu	bu	Stem	182175
ʃɑrtlɑrɑ	şartlara	ʃɑrt-lɑr-ɑ	Stem-pl-dat	328
prostɑt	prostat	prostɑt	Stem	194
bɑzɯ	bazı	bɑzɯ	Stem	9383
olmɑɑn	olmayan	ol-mɑ-ɑn	Stem-neg-part:pres	4689
pijɑsɑɯ	piyasası	pijɑsɑ-ɯ	Stem-p3s	367
ʤiddi	ciddi	ʤiddi	Stem	2468
jɑrɑrlɑnmɑ	yararlanmak	jɑrɑr-lɑn-mɑ	Stem-lan-vn:inf	404
døngy	döngü	døngy	Stem	110
bize	bize	biz-e	Stem-dat	3541
ʧɑresizlik	çaresizlik	ʧɑre-siz-lik	Stem-siz-lik	56
fɑzlɑ	fazla	fɑzlɑ	Stem	11537
olɑn	olan	ol-ɑn	Stem-part:pres	42598
ɑjnɯ	aynı	ɑjnɯ	Stem	14697
iʧin	için	iʧin	Stem	87024
yʤreti	ücreti	yʤret-i	Stem-p3s	1270
sɑmimi	samimi	sɑmimi	Stem	312
mɑrketlerde	marketlerde	mɑrket-ler-de	Stem-pl-loc	32
eɰitimi	eğitimi	eɰitim-i	Stem-p3s	3231
gɑzeteʤiler	gazeteciler	gɑzeteʤi-ler	Stem-pl	248
ʧɑlɯʃmɑdɑ	çalışmada	ʧɑlɯʃ-mɑ-dɑ	Stem-vn:inf-loc	744
kɑlite	kalite	kɑlite	Stem	3261
øzellikle	özellikle	øzellikle	Stem	7973
ulusɑl	ulusal	ulusɑl	Stem	4057
kelimei	kelimesi	kelime-i	Stem-p3s	268
ɑlɑn	alan	ɑl-ɑn	Stem-part:pres	9336
ønemli	önemli	ønem-li	Stem-li	15993
gøre	göre	gøre	Stem	22404
sɑɑt	saat	sɑɑt	Stem	5547
dɑhɑ	daha	dɑhɑ	Stem	45708
devɑm	devam	devɑm	Stem	12051
ve	ve	ve	Stem	410082
dɑns	dans	dɑns	Stem	329
uzun	uzun	uzun	Stem	6994
ʧeʃitli	çeşitli	ʧeʃit-li	Stem-li	6457
no	no	no	Stem	11301
bu	bu	bu	Stem	182175
bile	bile	bile	Stem	6823
tɑlep	talep	tɑlep	Stem	2744
ødemi	ödemi	ødem-i	Stem-p3s	53
tɑm	tam	tɑm	Stem	6718
enerʒi	enerji	enerʒi	Stem	3756
sistem	sistem	sistem	Stem	4099
tɑlep	talep	tɑlep	Stem	2744
tɑʃ	taş	tɑʃ	Stem	1124
pijɑsɑ	piyasa	pijɑsɑ	Stem	801
olup	olup	ol-up	Stem-cv:ip	7973
jɑbɑnʤɯ	yabancı	jɑbɑnʤɯ	Stem	4194
birimi	birimi	birim-i	Stem-p3s	886
jɑpɯdɑ	yapıda	jɑpɯ-dɑ	Stem-loc	405
olmɑ	olmak	ol-mɑ	Stem-vn:inf	9416
ve	ve	ve	Stem	410082
keʃide	keşide	keʃide	Stem	36
burɑɑ	buraya	burɑ-ɑ	Stem-dat	1295
doɰu	doğu	doɰu	Stem	1994
ɑrɑʃtɯrmɑ	araştırma	ɑrɑʃtɯr-mɑ	Stem-vn:inf	4824
ynitei	ünitesi	ynite-i	Stem-p3s	428
kɑmu	kamu	kɑmu	Stem	4629
vurgulɑr	vurgular	vurgu-lɑr	Stem-pl	41
geri	geri	geri	Stem	5374
tutulum	tutulum	tutulum	Stem	71
ve	ve	ve	Stem	410082
iliʃkin	ilişkin	iliʃkin	Stem	4630
yjei	üyesi	yje-i	Stem-p3s	2950
geleʤek	gelecek	geleʤek	Stem	2238
dɑhɑ	daha	dɑhɑ	Stem	45708
ʤumɑ	cuma	ʤumɑ	Stem	552
de	de	de	Stem	62501
dɑ	da	dɑ	Stem	70573
insɑnʤɑ	insanca	insɑnʤɑ	Stem	117
durumu	durumu	durum-u	Stem-p3s	3356
ɯrk	ırk	ɯrk	Stem	155
kiʃi	kişi	kiʃi	Stem	5477
