SF	Word	Segmentation	Analysis	Freq
ɑslɯndɑ	aslında	ɑslɯndɑ	Stem	2
kuju	kuyu	kuju	Stem	2
jolun	yolun	jol-un	Stem-gen	2
tɯk	tık	tɯk	Stem	2
tɯrnɑklɑrɯ	tırnakları	tɯrnɑk-lɑr-ɯ	Stem-pl-p3s	2
jɑnɑk	yanak	jɑnɑk	Stem	2
birden	birden	birden	Stem	2
sɑklɑmɑ	saklama	sɑklɑ-mɑ	Stem-vn:inf	2
ɑskerler	askerler	ɑsker-ler	Stem-pl	2
bejɑzɯ	beyazı	bejɑz-ɯ	Stem-p3s	2
sɯrɑ	sıra	sɯrɑ	Stem	2
ɑletleri	aletleri	ɑlet-ler-i	Stem-pl-p3s	2
ʧiftʧi	çiftçi	ʧiftʧi	Stem	2
kype	küpe	kype	Stem	2
jeri	yeri	jer-i	Stem-p3s	2
telefon	telefon	telefon	Stem	2
hɑttɑ	hatta	hɑttɑ	Stem	2
edelim	edelim	ede-li-m	Stem-li-p1s	2
dikkɑt	dikkat	dikkɑt	Stem	2
odɑn	odan	odɑ-n	Stem-p2s	2
ɑrkɑɑ	arkaya	ɑrkɑ-ɑ	Stem-dat	2
bɑʤɑɯ	bacası	bɑʤɑ-ɯ	Stem-p3s	2
ʧɑrpɑnɯ	çarpanı	ʧɑrpɑn-ɯ	Stem-p3s	2
sɑjfɑdɑ	sayfada	sɑjfɑ-dɑ	Stem-loc	2
kɑrdeʃm	kardeşim	kɑrdeʃ-m	Stem-p1s	2
kɯzɯn	kızın	kɯz-ɯn	Stem-gen	2
kɑzɯn	kazın	kɑz-ɯn	Stem-gen	2
mɑmɑdɑn	mamadan	mɑmɑ-dɑn	Stem-abl	2
filmi	filimi	fil-m-i	Stem-p1s-acc	2
jorgɑnɯ	yorganı	jorgɑn-ɯ	Stem-p3s	2
kɑzɑɰɯ	kazağı	kɑzɑɰɯ	Stem	2
dondurmɑ	dondurma	dondurmɑ	Stem	2
bekʧi	bekçi	bekʧi	Stem	2
biner	biner	bin-er	Stem-dist	2
hɑber	haber	hɑber	Stem	2
ɑlɯn	alın	ɑlɯn	Stem	2
jemekler	yemekler	jemek-ler	Stem-pl	2
pɑtɑtes	patates	pɑtɑtes	Stem	2
pɑstɑɯ	pastayı	pɑstɑ-ɯ	Stem-acc	2
jyzme	yüzme	jyz-me	Stem-vn:inf	2
penʤerei	penceresi	penʤere-i	Stem-p3s	2
herʃej	herşey	herʃej	Stem	2
jɑnmdɑn	yanımdan	jɑn-m-dɑn	Stem-p1s-abl	2
kojup	koyup	koj-up	Stem-cv:ip	2
ystyndeki	üstündeki	ystyn-de-ki	Stem-loc-ki	2
iʧi	içi	iʧ-i	Stem-p3s	2
konuʃmɑ	konuşmak	konuʃ-mɑ	Stem-vn:inf	2
ørty	örtü	ørty	Stem	2
ɑʃɑɰɯdɑki	aşağıdaki	ɑʃɑɰɯ-dɑ-ki	Stem-loc-ki	2
jɑtɑlɯm	yatalım	jɑt-ɑ-lɯ-m	Stem-cv:ye-li-p1s	2
selɑm	selam	selɑm	Stem	2
evler	evler	ev-ler	Stem-pl	2
hɑvuzu	havuzu	hɑvuz-u	Stem-acc	2
sojɑdɯ	soyadı	sojɑd-ɯ	Stem-p3s	2
mɑrkɑɯ	markası	mɑrkɑ-ɯ	Stem-p3s	2
gɑrip	garip	gɑrip	Stem	2
sɑʧlɑrm	saçlarım	sɑʧ-lɑr-m	Stem-pl-p1s	2
juvɑrlɑk	yuvarlak	juvɑrlɑk	Stem	2
sulu	sulu	su-lu	Stem-li	2
lyzum	lüzum	lyzum	Stem	2
ʧøp	çöp	ʧøp	Stem	2
bɑkmɑ	bakmak	bɑk-mɑ	Stem-vn:inf	2
syry	sürü	syry	Stem	2
ɑjɯɯn	ayının	ɑj-ɯ-ɯn	Stem-p3s-gen	2
olmɑɯ	olması	ol-mɑ-ɯ	Stem-vn:inf-p3s	2
bɑzɯ	bazı	bɑzɯ	Stem	2
mɑsɑlnɯ	masalını	mɑsɑl-n-ɯ	Stem-p2s-acc	2
son	son	son	Stem	2
burɑlɑrdɑ	buralarda	burɑ-lɑr-dɑ	Stem-pl-loc	2
køjde	köyde	køj-de	Stem-loc	2
herʃeji	herşeyi	herʃej-i	Stem-acc	2
ɑnʤɑk	ancak	ɑnʤɑk	Stem	2
olɑrɑk	olarak	ol-ɑrɑk	Stem-cv:erek	2
ile	ile	ile	Stem	2
kɑrdeʃ	kardeş	kɑrdeʃ	Stem	2
renkleri	renkleri	renk-ler-i	Stem-pl-p3s	2
denizi	denizi	deniz-i	Stem-acc	2
hɑvuz	havuz	hɑvuz	Stem	2
insɑn	insan	insɑn	Stem	2
biri	biri	bir-i	Stem-p3s	2
gyreʃ	güreş	gyreʃ	Stem	2
hɑvɑdɑ	havada	hɑvɑ-dɑ	Stem-loc	2
jem	yem	jem	Stem	2
kedimi	kedimi	kedi-m-i	Stem-p1s-acc	2
kɑnɑt	kanat	kɑnɑt	Stem	2
køpryy	köprüyü	køpry-y	Stem-acc	2
bɑj	bay	bɑj	Stem	2
koʃmɑ	koşmak	koʃ-mɑ	Stem-vn:inf	2
kulyp	kulüp	kulyp	Stem	2
kɑvgɑ	kavga	kɑvgɑ	Stem	2
ɑndɑ	anda	ɑn-dɑ	Stem-loc	2
bɑbɑɑ	babaya	bɑbɑ-ɑ	Stem-dat	2
pɑstɑmɯ	pastamı	pɑstɑ-m-ɯ	Stem-p1s-acc	2
eɰer	eğer	eɰer	Stem	2
gerek	gerek	gerek	Stem	2
uzɑktɑ	uzakta	uzɑk-tɑ	Stem-loc	2
tyrly	türlü	tyrly	Stem	2
jyzmee	yüzmeye	jyzme-e	Stem-dat	2
gerʧi	gerçi	gerʧi	Stem	2
fɑkɑt	fakat	fɑkɑt	Stem	2
øɰleden	öğleden	øɰle-den	Stem-abl	2
etme	etmek	et-me	Stem-vn:inf	2
kiʃi	kişi	kiʃi	Stem	2
hiʧbir	hiçbir	hiʧbir	Stem	2
gyny	günü	gyn-y	Stem-p3s	2
sizde	sizde	siz-de	Stem-loc	2
defɑ	defa	defɑ	Stem	2
bojɑlɯ	boyalı	bojɑ-lɯ	Stem-li	2
ɑnɑokulunɑ	anaokuluna	ɑnɑokulu-n-ɑ	Stem-p2s-dat	2
sefer	sefer	sefer	Stem	2
defteri	defteri	defter-i	Stem-p3s	2
kɯrmɑ	kırma	kɯr-mɑ	Stem-vn:inf	2
mɑsɑlɯ	masalı	mɑsɑl-ɯ	Stem-p3s	2
time	time	tim-e	Stem-dat	2
bitinʤe	bitince	bit-inʤe	Stem-cv:ince	2
mɑkɑrnɑ	makarna	mɑkɑrnɑ	Stem	2
dyʃ	düş	dyʃ	Stem	2
ɑteʃin	ateşin	ɑteʃ-in	Stem-gen	2
mikrofon	mikrofon	mikrofon	Stem	2
kɑzɑnmɑɑ	kazanmaya	kɑzɑn-mɑ-ɑ	Stem-vn:inf-dat	2
dɑjɯn	dayın	dɑjɯ-n	Stem-p2s	2
ɑdɑmɯ	adamı	ɑdɑm-ɯ	Stem-p3s	2
ɑrkɑdɑʃlɑrɯ	arkadaşları	ɑrkɑdɑʃ-lɑr-ɯ	Stem-pl-p3s	2
køʃede	köşede	køʃe-de	Stem-loc	2
kɑrɑnlɯk	karanlık	kɑrɑnlɯk	Stem	2
elbisei	elbiseyi	elbise-i	Stem-acc	2
hɑmsii	hamsiyi	hɑmsi-i	Stem-acc	2
jɑvruu	yavrusu	jɑvru-u	Stem-p3s	2
ujku	uyku	ujku	Stem	2
birʃeji	birşeyi	birʃej-i	Stem-acc	2
kɑrɑnlɯktɑ	karanlıkta	kɑrɑnlɯk-tɑ	Stem-loc	2
hɯzɯn	hızın	hɯz-ɯn	Stem-gen	2
tozu	tozu	toz-u	Stem-p3s	2
serʧe	serçe	serʧe	Stem	2
hɑlɑnɯ	halanı	hɑlɑ-n-ɯ	Stem-p2s-acc	2
jemiʃ	yemiş	jemiʃ	Stem	2
ɑrkɑdɑ	arkada	ɑrkɑ-dɑ	Stem-loc	2
kol	kol	kol	Stem	2
tyfek	tüfek	tyfek	Stem	2
erkenden	erkenden	erkenden	Stem	2
kule	kule	kule	Stem	2
kitɑplɑr	kitaplar	kitɑp-lɑr	Stem-pl	2
ɑdɯm	adım	ɑdɯm	Stem	2
hɑlin	halin	hɑl-in	Stem-gen	2
gøzlerm	gözlerim	gøz-ler-m	Stem-pl-p1s	2
kurɑbije	kurabiye	kurɑbije	Stem	2
ɑslɑnlɑr	aslanlar	ɑslɑn-lɑr	Stem-pl	2
meʤburen	mecburen	meʤburen	Stem	2
etme	etme	et-me	Stem-vn:inf	2
bulɑʃɯk	bulaşık	bulɑʃɯk	Stem	2
ʤɑddede	caddede	ʤɑdde-de	Stem-loc	2
kɑle	kale	kɑle	Stem	2
ʤɑdɯ	cadı	ʤɑdɯ	Stem	2
bɑkɯnʤɑ	bakınca	bɑk-ɯnʤɑ	Stem-cv:ince	2
ormɑnɑ	ormana	ormɑn-ɑ	Stem-dat	2
bɑnjodɑ	banyoda	bɑnjo-dɑ	Stem-loc	2
dert	dert	dert	Stem	2
deminki	deminki	demin-ki	Stem-ki	2
bisiklete	bisiklete	bisiklet-e	Stem-dat	2
ʧoʤuklɑrɯn	çocukların	ʧoʤuk-lɑr-ɯn	Stem-pl-gen	2
ɑlɯʃ	alış	ɑl-ɯʃ	Stem-vn:yis	2
jɑbɑn	yaban	jɑbɑn	Stem	2
jɯlɑn	yılan	jɯlɑn	Stem	2
suʤuk	sucuk	suʤuk	Stem	2
juvɑrlɑklɑr	yuvarlaklar	juvɑrlɑk-lɑr	Stem-pl	2
mɯsɯr	mısır	mɯsɯr	Stem	2
jorgɑn	yorgan	jorgɑn	Stem	2
ʧivi	çivi	ʧivi	Stem	2
hɑjɑt	hayat	hɑjɑt	Stem	2
gelirken	gelirken	gelir-ken	Stem-cv:ken	2
jɑkɯndɑ	yakında	jɑkɯn-dɑ	Stem-loc	2
it	it	it	Stem	2
ɑdɑmlɑr	adamlar	ɑdɑm-lɑr	Stem-pl	2
tɑʃlɑr	taşlar	tɑʃ-lɑr	Stem-pl	2
sɑjɯ	sayı	sɑjɯ	Stem	2
kɑmjonun	kamyonun	kɑmjon-un	Stem-gen	2
be	be	be	Stem	2
verelim	verelim	vere-li-m	Stem-li-p1s	2
ʃiʃe	şişe	ʃiʃe	Stem	2
bilezik	bilezik	bilezik	Stem	2
kɑpɑlɯ	kapalı	kɑpɑlɯ	Stem	2
filmi	filmi	film-i	Stem-p3s	2
hɑjvɑnlɑrɯn	hayvanların	hɑjvɑn-lɑr-ɯn	Stem-pl-gen	2
tutmɑɑ	tutmaya	tut-mɑ-ɑ	Stem-vn:inf-dat	2
zɑrf	zarf	zɑrf	Stem	2
pɑzɑr	pazar	pɑzɑr	Stem	2
kendii	kendisi	kendi-i	Stem-p3s	2
ʧɯkɑrmɑɑ	çıkarmaya	ʧɯkɑrmɑ-ɑ	Stem-dat	2
hɑjdi	haydi	hɑjdi	Stem	2
kɑlemlerin	kalemlerin	kɑlem-ler-in	Stem-pl-gen	2
dedene	dedene	dede-n-e	Stem-p2s-dat	2
okumɑ	okumak	oku-mɑ	Stem-vn:inf	2
sizi	sizi	siz-i	Stem-acc	2
øɰretmeni	öğretmeni	øɰretmen-i	Stem-p3s	2
jeme	yeme	je-me	Stem-vn:inf	2
kɑr	kar	kɑr	Stem	2
ɑɰbiin	ağbinin	ɑɰbi-in	Stem-gen	2
kedii	kedisi	kedi-i	Stem-p3s	2
tɑneme	taneme	tɑne-m-e	Stem-p1s-dat	1
tɑtlɯm	tatlım	tɑt-lɯ-m	Stem-li-p1s	1
kovbojlɑr	kovboylar	kovboj-lɑr	Stem-pl	1
døkelim	dökelim	døk-e-li-m	Stem-cv:ye-li-p1s	1
inʤemi	incemi	inʤe-m-i	Stem-p1s-acc	1
sɑrɯɯ	sarıyı	sɑrɯ-ɯ	Stem-acc	1
sɑrɯmɯ	sarımı	sɑrɯm-ɯ	Stem-p3s	1
okɑ	oka	ok-ɑ	Stem-dat	1
ruʒmu	rujumu	ruʒ-m-u	Stem-p1s-acc	1
mɑjmundɑ	maymunda	mɑjmun-dɑ	Stem-loc	1
kolɑm	kolam	kolɑ-m	Stem-p1s	1
ʃɑrkɯdɑ	şarkıda	ʃɑrkɯ-dɑ	Stem-loc	1
klozet	klozet	klozet	Stem	1
ʧorbɑmɯzɯ	çorbamızı	ʧorbɑ-mɯz-ɯ	Stem-p1p-acc	1
ʤɑnmɯ	canımı	ʤɑn-m-ɯ	Stem-p1s-acc	1
biskyvin	bisküvin	biskyvi-n	Stem-p2s	1
ørtelim	örtelim	ørt-e-li-m	Stem-cv:ye-li-p1s	1
poponɑ	popona	popo-n-ɑ	Stem-p2s-dat	1
sɑllɑɑlɯm	sallayalım	sɑl-lɑ-ɑ-lɯ-m	Stem-la-cv:ye-li-p1s	1
ɑʤɯɑn	acıyan	ɑʤɯ-ɑn	Stem-part:pres	1
bɑn	ban	bɑn	Stem	1
benmde	benimde	ben-m-de	Stem-p1s-loc	1
kojɑlɯmdɑ	koyalımda	koj-ɑ-lɯ-m-dɑ	Stem-cv:ye-li-p1s-loc	1
hoppɑlɑ	hoppala	hoppɑlɑ	Stem	1
sɑʧmdɑ	saçımda	sɑʧ-m-dɑ	Stem-p1s-loc	1
kɑkɑmɯ	kakamı	kɑkɑ-m-ɯ	Stem-p1s-acc	1
mɑmɑlɑr	mamalar	mɑmɑ-lɑr	Stem-pl	1
hɑstɑmɯ	hastamı	hɑstɑ-m-ɯ	Stem-p1s-acc	1
mɑmɑmɯ	mamamı	mɑmɑ-m-ɯ	Stem-p1s-acc	1
koʃmɑtɑn	koşmaktan	koʃ-mɑ-tɑn	Stem-vn:inf-abl	1
tykyrme	tükürme	tykyr-me	Stem-vn:inf	1
sijɑhɯ	siyahı	sijɑh-ɯ	Stem-p3s	1
ʧɯrpɑlɯm	çırpalım	ʧɯrp-ɑ-lɯ-m	Stem-cv:ye-li-p1s	1
sɑrɯlmɑ	sarılma	sɑrɯl-mɑ	Stem-vn:inf	1
zile	zile	zil-e	Stem-dat	1
dudɑktɑn	dudaktan	dudɑk-tɑn	Stem-abl	1
hɑlɯɑ	halıya	hɑlɯ-ɑ	Stem-dat	1
jɑnɑktɑn	yanaktan	jɑnɑk-tɑn	Stem-abl	1
kɑselere	kaselere	kɑse-ler-e	Stem-pl-dat	1
fili	fili	fil-i	Stem-p3s	1
ɑjɑkkɑbɯnɯ	ayakkabını	ɑjɑkkɑbɯ-n-ɯ	Stem-p2s-acc	1
ɑɰbii	ağbiyi	ɑɰbi-i	Stem-acc	1
dɑndinii	dandiniyi	dɑndini-i	Stem-acc	1
gezmeede	gezmeyede	gez-me-e-de	Stem-neg-cv:ye-loc	1
ʃort	şort	ʃort	Stem	1
ʧɑntɑnɯ	çantanı	ʧɑntɑ-n-ɯ	Stem-p2s-acc	1
hɑlt	halt	hɑlt	Stem	1
merʤimekli	mercimekli	merʤimek-li	Stem-li	1
kɑtlɑmɑnɑ	katlamana	kɑtlɑ-mɑ-n-ɑ	Stem-vn:inf-p2s-dat	1
komʃuun	komşunun	komʃu-un	Stem-gen	1
demi	demi	dem-i	Stem-p3s	1
ɑjrɯjeten	ayrıyeten	ɑjrɯjeten	Stem	1
hii	hii	hii	Stem	1
nɑmluu	namlusu	nɑmlu-u	Stem-p3s	1
sɑklɑnɑʤɑk	saklanacak	sɑk-lɑn-ɑʤɑk	Stem-lan-part:fut	1
mɑkɑrɑɯ	makarayı	mɑkɑrɑ-ɯ	Stem-acc	1
mɑkɑrɑlɑrɯ	makaraları	mɑkɑrɑ-lɑr-ɯ	Stem-pl-p3s	1
ɑkʃɑmki	akşamki	ɑkʃɑm-ki	Stem-ki	1
tɑkmɑm	takmam	tɑk-mɑ-m	Stem-vn:inf-p1s	1
ɑjɯɯ	ayısı	ɑjɯ-ɯ	Stem-p3s	1
toplɑɑlɯm	toplayalım	top-lɑ-ɑ-lɯ-m	Stem-la-cv:ye-li-p1s	1
kyʤyk	kücük	kyʤyk	Stem	1
hɑvɯ	havı	hɑv-ɯ	Stem-p3s	1
ninni	ninni	ninni	Stem	1
jɯrtmɑ	yırtma	jɯrt-mɑ	Stem-vn:inf	1
ellermin	ellerimin	el-ler-m-in	Stem-pl-p1s-gen	1
kordonun	kordonun	kordon-un	Stem-gen	1
joo	yoo	joo	Stem	1
ɑrɑbɑm	arabam	ɑrɑbɑ-m	Stem-p1s	1
bɑbɑɑnnei	babaannesi	bɑbɑɑnne-i	Stem-p3s	1
mɑmɑlɑrɯ	mamaları	mɑmɑ-lɑr-ɯ	Stem-pl-p3s	1
bɑntɯn	bantın	bɑnt-ɯn	Stem-gen	1
ɑjɑklɑrm	ayaklarım	ɑjɑk-lɑr-m	Stem-pl-p1s	1
korkɑʤɑk	korkacak	kork-ɑʤɑk	Stem-part:fut	1
pisin	pisin	pis-in	Stem-gen	1
odɑmdɑn	odamdan	odɑ-m-dɑn	Stem-p1s-abl	1
hɯk	hık	hɯk	Stem	1
tombul	tombul	tombul	Stem	1
nenen	nenen	nene-n	Stem-p2s	1
tetik	tetik	tetik	Stem	1
dedein	dedenin	dede-in	Stem-gen	1
ɑjɯlɑr	ayılar	ɑjɯ-lɑr	Stem-pl	1
suɑl	sual	suɑl	Stem	1
tɑbɑklɑr	tabaklar	tɑbɑk-lɑr	Stem-pl	1
nijetin	niyetin	nijet-in	Stem-gen	1
muttɑ	mutta	mut-tɑ	Stem-loc	1
biskyviler	bisküviler	biskyvi-ler	Stem-pl	1
ojnɑɑʤɑklɑr	oynayacaklar	ojnɑ-ɑʤɑk-lɑr	Stem-vn:fut-pl	1
ɑnneɑnnene	anneannene	ɑnneɑnne-n-e	Stem-p2s-dat	1
kɑloriferler	kaloriferler	kɑlorifer-ler	Stem-pl	1
kuʃɑ	kuşa	kuʃ-ɑ	Stem-dat	1
ʤezvee	cezveye	ʤezve-e	Stem-dat	1
sønynʤe	sönünce	søn-ynʤe	Stem-cv:ince	1
hɑlɑdɑ	halada	hɑlɑ-dɑ	Stem-loc	1
ʃɑpkɑlɑrɯn	şapkaların	ʃɑpkɑ-lɑr-ɯn	Stem-pl-gen	1
ʃɑpkɑɯn	şapkanın	ʃɑpkɑ-ɯn	Stem-gen	1
pisiler	pisiler	pisi-ler	Stem-pl	1
ɑjdede	aydede	ɑjdede	Stem	1
ɑletlere	aletlere	ɑlet-ler-e	Stem-pl-dat	1
tulumun	tulumun	tulum-un	Stem-gen	1
ojunʤɑkʧɯdɑn	oyuncakçıdan	ojunʤɑk-ʧɯ-dɑn	Stem-ci-abl	1
ʧivii	çivisi	ʧivi-i	Stem-p3s	1
ojunʤɑkʧɯ	oyuncakçı	ojunʤɑk-ʧɯ	Stem-ci	1
jɑpmɑɑ	yapmağa	jɑp-mɑ-ɑ	Stem-vn:inf-dat	1
dɑdɯsɯz	dadısız	dɑdɯ-sɯz	Stem-siz	1
toplɑrɯn	topların	top-lɑr-ɯn	Stem-pl-gen	1
ɑrɑbɑɯɯn	arabasının	ɑrɑbɑ-ɯ-ɯn	Stem-p3s-gen	1
bɑkkɑldɑn	bakkaldan	bɑkkɑl-dɑn	Stem-abl	1
dɑdɯ	dadı	dɑdɯ	Stem	1
ojunʤɑklɑrdɑn	oyuncaklardan	ojunʤɑk-lɑr-dɑn	Stem-pl-abl	1
gøtyrynʤe	götürünce	gøtyr-ynʤe	Stem-cv:ince	1
ehh	ehh	ehh	Stem	1
ɑɰbide	ağbide	ɑɰbi-de	Stem-loc	1
biletʧii	biletçiyi	bilet-ʧi-i	Stem-ci-acc	1
ɑrɑbɑlɑrɑ	arabalara	ɑrɑbɑ-lɑr-ɑ	Stem-pl-dat	1
kulypte	kulüpte	kulyp-te	Stem-loc	1
ujkunu	uykunu	ujku-n-u	Stem-p2s-acc	1
pervɑnei	pervanesi	pervɑne-i	Stem-p3s	1
hɑbire	habire	hɑbire	Stem	1
tɑbɯʃkɑnɑ	tabışkana	tɑbɯʃkɑn-ɑ	Stem-dat	1
søndykten	söndükten	søn-dyk-ten	Stem-vn:past-abl	1
ninein	ninenin	nine-in	Stem-gen	1
jerlermi	yerlerimi	jer-ler-m-i	Stem-pl-p1s-acc	1
terɑzini	terazini	terɑzi-n-i	Stem-p2s-acc	1
kɑrgɑnɯ	karganı	kɑrgɑ-n-ɯ	Stem-p2s-acc	1
terɑzii	terazisi	terɑzi-i	Stem-p3s	1
ɑmʤɑɯ	amcayı	ɑmʤɑ-ɯ	Stem-acc	1
dɑvulun	davulun	dɑvul-un	Stem-gen	1
mikrofonɑ	mikrofona	mikrofon-ɑ	Stem-dat	1
kɑmjondɑ	kamyonda	kɑmjon-dɑ	Stem-loc	1
jɑllɑh	yallah	jɑllɑh	Stem	1
ɑlɑʤɑm	alacam	ɑlɑʤɑ-m	Stem-p1s	1
bɑbɑɯnki	babanınki	bɑbɑ-ɯn-ki	Stem-gen-ki	1
vɑpurdɑn	vapurdan	vɑpur-dɑn	Stem-abl	1
korkup	korkup	kork-up	Stem-cv:ip	1
bɑjlɑrdɑ	baylarda	bɑj-lɑr-dɑ	Stem-pl-loc	1
vɑpurdɑ	vapurda	vɑpur-dɑ	Stem-loc	1
jyzgeʧleri	yüzgeçleri	jyzgeʧ-ler-i	Stem-pl-p3s	1
gemilerden	gemilerden	gemi-ler-den	Stem-pl-abl	1
jyzgeʧlerin	yüzgeçlerin	jyzgeʧ-ler-in	Stem-pl-gen	1
sinekler	sinekler	sinek-ler	Stem-pl	1
tɑnkɯn	tankın	tɑnk-ɯn	Stem-gen	1
ɑrɑbɑlɑrm	arabalarım	ɑrɑbɑ-lɑr-m	Stem-pl-p1s	1
kɑzɑnmɑɑ	kazanmağa	kɑzɑn-mɑ-ɑ	Stem-vn:inf-dat	1
odɑnɑ	odana	odɑ-n-ɑ	Stem-p2s-dat	1
kuleni	kuleni	kule-n-i	Stem-p2s-acc	1
jirmii	yirmisi	jirmi-i	Stem-p3s	1
kovbojun	kovboyun	kovboj-un	Stem-gen	1
veriʃte	verişte	ver-iʃ-te	Stem-vn:yis-loc	1
sɑɑtmi	saatimi	sɑɑt-m-i	Stem-p1s-acc	1
kovɑlɑrɯ	kovaları	kovɑ-lɑr-ɯ	Stem-pl-p3s	1
kypelermi	küpelerimi	kype-ler-m-i	Stem-pl-p1s-acc	1
kypem	küpem	kype-m	Stem-p1s	1
kirɑzɯn	kirazın	kirɑz-ɯn	Stem-gen	1
bɯjɯklɑrɯ	bıyıkları	bɯjɯk-lɑr-ɯ	Stem-pl-p3s	1
mɑjmunm	maymunum	mɑjmun-m	Stem-p1s	1
bɯjɯk	bıyık	bɯjɯk	Stem	1
tulumbɑ	tulumba	tulumbɑ	Stem	1
mumlɑr	mumlar	mum-lɑr	Stem-pl	1
ortɑlɑrdɑ	ortalarda	ortɑ-lɑr-dɑ	Stem-pl-loc	1
ɑɑh	aah	ɑɑh	Stem	1
ojunʤɑklɑrɯɯn	oyuncaklarının	ojunʤɑk-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	1
kedim	kedim	kedi-m	Stem-p1s	1
jɑpmɑmɯ	yapmamı	jɑpmɑ-m-ɯ	Stem-p1s-acc	1
kojmɑmɯ	koymamı	koj-mɑ-m-ɯ	Stem-vn:inf-p1s-acc	1
tɑhtɑlɑrɯn	tahtaların	tɑhtɑ-lɑr-ɯn	Stem-pl-gen	1
tɑhtɑlɑr	tahtalar	tɑhtɑ-lɑr	Stem-pl	1
koltuktɑn	koltuktan	koltuk-tɑn	Stem-abl	1
kulɑklɑrmɯ	kulaklarımı	kulɑk-lɑr-m-ɯ	Stem-pl-p1s-acc	1
kɑpɑmɑn	kapaman	kɑpɑmɑ-n	Stem-p2s	1
ʃøførsyz	şöförsüz	ʃøfør-syz	Stem-siz	1
pervɑnei	pervaneyi	pervɑne-i	Stem-acc	1
sɑklɑmɑɑ	saklamaya	sɑklɑ-mɑ-ɑ	Stem-vn:inf-dat	1
oɰlɑnlɑrɑ	oğlanlara	oɰlɑn-lɑr-ɑ	Stem-pl-dat	1
sofrɑdɑ	sofrada	sofrɑ-dɑ	Stem-loc	1
ʧukulɑtɑɯ	çukulatayı	ʧukulɑtɑ-ɯ	Stem-acc	1
pislikleri	pislikleri	pis-lik-ler-i	Stem-lik-pl-p3s	1
ʤejlɑnlɑrɯn	ceylanların	ʤejlɑn-lɑr-ɯn	Stem-pl-gen	1
kɑlemm	kalemim	kɑlem-m	Stem-p1s	1
ɑlmɑɑlɯm	almayalım	ɑl-mɑ-ɑ-lɯ-m	Stem-neg-cv:ye-li-p1s	1
tejzei	teyzesi	tejze-i	Stem-p3s	1
bɑloun	balonun	bɑlo-un	Stem-gen	1
sɑʧɯn	saçın	sɑʧ-ɯn	Stem-gen	1
benmi	benimi	ben-m-i	Stem-p1s-acc	1
ɑrɑbɑmɯzɯn	arabamızın	ɑrɑbɑ-mɯz-ɯn	Stem-p1p-gen	1
tokɑm	tokam	tokɑ-m	Stem-p1s	1
nerende	nerende	nere-n-de	Stem-p2s-loc	1
tɯrnɑklɑrɯn	tırnakların	tɯrnɑk-lɑr-ɯn	Stem-pl-gen	1
televizjonnuz	televizyonunuz	televizjon-nuz	Stem-p2p	1
øpynʤe	öpünce	øp-ynʤe	Stem-cv:ince	1
gɑrɑʒɑ	garaja	gɑrɑʒ-ɑ	Stem-dat	1
mɑndɑlinɑlɑrɯ	mandalinaları	mɑndɑlinɑ-lɑr-ɯ	Stem-pl-p3s	1
kibritin	kibritin	kibrit-in	Stem-gen	1
ɑjdɯnlɯktɑ	aydınlıkta	ɑjdɯnlɯk-tɑ	Stem-loc	1
kyrky	kürkü	kyrk-y	Stem-p3s	1
ijiʤene	iyicene	ijiʤene	Stem	1
hɯrkɑlɯɯ	hırkalıyı	hɯrkɑ-lɯ-ɯ	Stem-li-acc	1
rɑdjou	radyoyu	rɑdjo-u	Stem-acc	1
døven	döven	døv-en	Stem-part:pres	1
ʧɑntɑn	çantan	ʧɑntɑ-n	Stem-p2s	1
ʧɑntɑɯn	çantanın	ʧɑntɑ-ɯn	Stem-gen	1
ʧorbɑdɑn	çorbadan	ʧorbɑ-dɑn	Stem-abl	1
pɯrɑsɑ	pırasa	pɯrɑsɑ	Stem	1
ɑmʤɑnɯzɑ	amcanıza	ɑmʤɑ-nɯz-ɑ	Stem-p2p-dat	1
gɑrɑʒdɑ	garajda	gɑrɑʒ-dɑ	Stem-loc	1
rezɑlet	rezalet	rezɑlet	Stem	1
ɑʃkolsun	aşkolsun	ɑʃkolsun	Stem	1
ɑjɑkkɑbɯlɑrɯdɑ	ayakkabılarıda	ɑjɑkkɑbɯ-lɑrɯ-dɑ	Stem-p3p-loc	1
sɑbɯrsɯz	sabırsız	sɑbɯr-sɯz	Stem-siz	1
ɑrɑɑlɯm	arayalım	ɑrɑ-ɑ-lɯ-m	Stem-cv:ye-li-p1s	1
bunlɑrɯdɑ	bunlarıda	bun-lɑrɯ-dɑ	Stem-p3p-loc	1
ʧɑrpmɑdɑn	çarpmadan	ʧɑrpmɑ-dɑn	Stem-abl	1
jɑtmɑn	yatman	jɑt-mɑ-n	Stem-vn:inf-p2s	1
hɑjɑlet	hayalet	hɑjɑlet	Stem	1
kɑlemden	kalemden	kɑlem-den	Stem-abl	1
kreʃten	kreşten	kreʃ-ten	Stem-abl	1
pense	pense	pense	Stem	1
tokɑ	toka	tokɑ	Stem	1
mendilmiz	mendilimiz	mendil-miz	Stem-p1p	1
ørdekleri	ördekleri	ørdek-ler-i	Stem-pl-p3s	1
øtenlerden	ötenlerden	øt-en-ler-den	Stem-part:pres-pl-abl	1
bulmɑm	bulmam	bul-mɑ-m	Stem-vn:inf-p1s	1
