Word,Frequency
Nisanı,2
hayvanlarla,2
yakın,3
sinema,4
babalar,4
Yiğit,2
teyzeme,2
simit,3
boyamasını,2
renkler,2
lingo,3
şeyim,3
lengo,1
renklerden,2
tahtalar,3
boncuklar,7
boşalt,2
yapılıyor,8
burasında,5
yakını,1
taş,17
kahvenin,6
ocakta,4
bayaği,1
yapıliyor,1
kahveyi,6
çekiyoruz,4
tozlu,3
kahveye,2
içiyoruz,4
pişiriyor,7
koyuyor,13
pişiyor,4
yemekleri,3
sevmiyor,3
toprak,5
karnında,2
trenlerin,4
bacası,7
duman,2
çıkartır,2
kahveler,2
bardaklara,3
koyulur,2
yolu,3
fincanda,2
tabağı,2
evinden,3
babanız,2
seyredecekler,2
filmler,1
gelecekler,3
yürüyerek,2
Ilhanla,2
yukardakiler,2
iğnesi,2
hastahaneye,1
verecek,4
abime,2
korkmuyor,2
doktorun,2
iğnesinden,4
korkuyor,3
okulun,2
korkmuyorum,2
beyazını,2
çıkartıyor,4
yukarda,4
görmü,1
göremiyorum,1
bıraktım,2
oyuncaklarım,4
Vahide,1
Akalın,1
0kalemle,1
almıştık,1
yıkar,1
kızar,4
temizlemiyorum,2
anlatmıyorum,1
atta,1
gidiyorduk,5
toka,1
baktı,2
Suzanın,1
tokası,1
Bona,1
Beykoza,1
itiyorum,2
utanmasana,1
korsanlar,1
ayılar,1
mööö,1
bağırdı,8
vapur,10
vuup,3
arkamda,2
batmış,2
xxxince,1
oynamışçım,1
düşecem,2
0çiçek,1
0şimdi,1
0işte,1
0bak,2
para,5
kazanmağa,2
yapacak,6
gelin,10
televizyonun,1
terlik,4
ilaçlar,1
Sule,1
teyzeler,1
götürürüz,1
dediler,2
Küçük,1
Bebekte,1
mam,3
oyuncağımı,2
getirecem,3
belki,5
0giymiş,1
aynısinden,2
girdiler,5
0de,1
Bon,3
veririm,2
bardağım,1
içmiyorum,1
içti,2
gir,1
üşürsün,1
sogük,1
dışarsına,1
dışarıya,3
ağaçlara,1
konarlarmış,1
düzelttim,1
y,2
getirmiş,5
xxxlar,1
huu,1
paltolar,2
ceket,1
kudrun,1
basmadı,1
söylemiyecem,1
neneme,2
yanıma,3
oturma,1
çağır,2
kazanmakta,1
donu,4
çıkardın,2
donunu,5
giydirdim,1
poposu,2
gözükmüyor,2
kazağına,5
başına,3
arabasına,4
binemiyor,3
çıkartıver,1
fincanına,1
korkuttum,1
cıktı,8
çıkartmasına,1
çıkartmadı,1
poposunu,1
durdurmuyor,1
picamasıymış,2
picaması,2
donum,3
donuma,1
çıkartmasınlar,1
çıkartmıyor,2
sallandık,1
gittimi,1
heryeri,1
gezdim,1
okuyorsun,1
işinde,1
çalışıyorsun,1
silmek,1
toplanmıştı,1
gözüne,4
beyendim,3
geliyormusun,1
Fundaya,1
kalkmadan,1
işimizi,1
bitirelim,1
konuşacammı,1
görüyor,2
güzeldi,4
konuşmuyor,6
bindiremiyorumki,1
ayağını,5
binmiyorki,2
binemiyorki,1
iyiydi,1
salincak,1
sallandım,2
kaldık,1
merak,1
etmiş,1
burasının,1
yermi,2
memeleri,2
yiyemez,1
bitecekmi,1
söylemiştin,1
elimden,6
yavrusu,2
bitmiyor,1
çekelimde,1
evvela,1
koyacaz,4
girmedi,1
temin,1
girmemişti,1
şeyimi,1
koymadık,1
ters,7
damı,6
oynacaz,1
gözünü,4
söyleyemezki,1
rezalet,2
çevireyim,1
teypi,1
yapmıyordu,1
oturuyordu,3
madamın,2
acıtırlar,2
öbürkü,1
ufacığı,1
yuvasına,1
kedinin,5
istedimde,1
istemiş,2
uçma,1
şeysi,5
kaldırıyor,2
uçmazki,1
uçmaz,3
küçuk,1
yemiyorlar,3
yemezseler,1
konuşamazlar,2
konuşurlar,2
demez,1
diyemez,1
sütsüz,1
kalır,1
acıkıyorlar,1
veremiyorlar,1
yiyemezki,1
açılmazki,2
denizdekiler,1
açılır,4
pişmedikten,1
ağzimmızı,1
yemezmi,1
isterim,7
çatmıyorumki,1
ellerini,1
yapayım,10
Tansele,2
kimin,2
oturuyorlar,6
konuşmuyorlarki,1
durmazki,2
kalkınca,1
duruyorlar,6
durmaz,4
beyeniyorum,2
ayakta,5
inmiyor,1
Nezihi,1
kadın,1
iyiliyor,1
Haticenin,1
kapanırmı,1
kapandı,2
açılmıyorki,1
açılmadı,1
durarmı,2
külotları,1
külot,3
Pirayeler,1
uçağa,3
bindi,9
bekletiyor,1
gelmek,2
gelemezki,1
işi,4
Ihsan,1
yoook,2
Piraye,2
çalışıyorlardı,1
yapıyorlardı,1
bağlamışsınız,1
çikıyor,1
sallamıyorsunuz,1
yerinda,1
ezilir,1
ezer,1
Fundayla,1
annecilik,1
oynayacağızmı,2
yook,2
gelmiyorki,1
evdesiniz,1
ikimiz,4
Reyhanla,1
Reyhan,1
çıkarırsan,1
oturmazki,1
büyüyecek,2
büyüyemezki,1
di,1
bünun,1
toparlak,1
çalışma,1
şeyleri,2
daktilosu,1
çalışmıştım,1
daktiloyla,1
bastım,1
yazdı,1
kendimi,1
göre,1
halamlarda,1
taraflarında,1
hiçbiryerde,1
varmıştı,3
açılırmı,1
ellen,1
ayaklan,1
atmaca,1
yapabiliyorum,2
takılıyor,2
birazdan,7
boyam,1
fırçaylan,1
yapamamki,1
giydirdi,1
içiyimmi,1
uyuttum,1
evlen,2
alıyımmı,1
koparmı,1
koymak,1
oynuyacağızmi,1
misafire,1
gidilince,1
kullanılmaz,1
takılmadı,1
kağıdın,1
götürmemki,1
içeriye,16
giriyorlar,4
giriyormuş,6
evmiş,1
giriyorlarmış,1
babaları,2
gaste,1
oturup,1
yerinde,1
giriyor,10
yürütüyor,1
kızlar,2
birtek,1
gazeteyi,1
benle,1
gelip,1
getirmiyor,1
acıkıyor,2
Aşkın,4
Enis,1
oturmuyor,5
pısiriyor,1
sofrayi,1
hazırlıyor,2
kaldırıyoruz,1
sofrayı,1
yapıyoruz,10
başkaları,2
Mineyle,2
Güneşle,1
hiçbirşeyin,1
oyunları,2
Güneş,1
görürüm,1
hiçbirşeyler,1
caddeler,1
cadde,1
birileri,1
geçiyor,11
kadınlar,2
ablalar,1
veliler,1
ip,3
atlamıyorum,1
atlamasını,1
atlatmıyorlar,1
kulaklarımı,1
kulağını,2
çekiyormuyum,1
çekmiyorum,1
çalişır,1
ütülüyorum,5
mendillerimi,1
süpürür,5
pislerler,1
geldiği,2
süpürüyor,10
dışarıdan,1
kalkarlar,2
arkasında,6
köprüyü,3
koyucam,2
hatırlıyorum,1
se,1
ve,5
uyuyormuş,1
civciv,2
üüü,1
yatıp,3
uyusun,1
papağan,1
gagası,1
uçmak,1
açar,9
hamm,1
kulağı,1
keçiler,1
yapmışsa,1
otlar,2
verirler,2
acıktiğı,1
miyavlar,2
kedilerin,1
yatarken,2
anlatıyor,2
öğretiyor,2
kargaya,2
yaklaşayım,1
sesin,2
yaklaşarak,1
şakrak,1
söylemiş,1
tılki,1
tutuşurlar,1
uyanmamışlar,1
çıkartıcam,1
dizicem,1
kalkmışlar,2
açmışlar,1
istirahat,1
ediyorlarmış,1
kalkıcaklar,1
oturacaklar,2
oturacak,3
böyleymiş,1
oturacakmış,1
yatıcak,1
küçükler,1
yatıcakmış,1
uyuyacakmıs,1
büyükmüş,1
bebekmiş,1
yavrularımış,1
Aynurla,1
yatılı,1
Aynur,2
şarkımızı,1
ördeğimi,1
ördeğim,3
vak,6
kadarı,1
pantolonum,2
odamdan,3
gugu,3
değıl,1
oynıyalim,1
guguyla,3
gelirim,3
oyuncakla,3
oynıyalım,5
gugunun,2
cok,1
seviyormusun,1
böö,3
bira,1
içilir,1
döküldü,3
biliyoum,1
gidiyordu,3
yapıyorduk,1
dinledim,1
kalmış,8
dedeyi,1
şıp,1
atlıyorum,1
Fatoşun,1
kayığında,1
olması,1
neresinde,2
önünde,2
girerler,3
yüzüyormusun,1
nerden,5
geldin,2
yanmıyor,3
kuyrugu,1
devenin,1
bacağını,2
başını,5
Derya,1
Deryanın,1
annesı,1
uyuduk,1
Ant,1
ooop,1
ıçerde,1
mendille,1
evcicik,1
Deryayla,1
tombulla,1
kaçtılar,1
koştular,2
yağdı,1
neneyle,1
sesleri,1
çalışacaklar,1
geriye,1
gelmiyecekler,1
oynıyacaklar,1
bunlarla,2
gitmem,2
ninem,2
nine,6
oğretmen,5
Engin,4
çalışmaya,1
müzik,1
radyo,3
dinler,1
baska,2
şeyeder,1
nene,2
0kaza,1
Suna,4
temizler,5
Aşıyana,2
temiz,3
pişti,1
demedik,1
içermisiniz,1
dedinki,1
geliyordu,2
biniyorduk,1
güzelmiş,3
yamyam,1
tanesi,10
ceylan,2
meeh,1
yıktı,2
oynıyorum,1
yarışı,1
öksürüyorum,1
bune,1
ineki,3
alırmısın,2
çarpar,2
vercenmi,1
kamyona,1
kaçacak,2
binemez,1
kamyonum,1
atlasın,2
çarpışmadı,1
birbirine,1
itsin,1
hayvanı,2
bağlıyabilirim,1
uçacak,1
kurarmısın,1
0sofrayı,1
aferim,1
tabak,3
hayvanları,2
beğendim,1
geçicem,1
açıldı,5
evilerden,1
geçiyorlar,1
toplarım,1
kutulu,1
0alsın,1
0baba,1
mm,1
hm,2
arabalarla,1
getiriyimmi,1
kaçamazsınız,2
tüfek,3
yıkıldı,1
yenisinden,1
heryerler,1
giremezler,1
kapanacak,1
hertaraf,3
ise,1
pilav,2
yermişsin,1
beben,1
ezdi,1
ezmediler,1
evime,2
kırıldık,1
giremezsiniz,1
oğren,1
öğrenirim,1
kovboy,1
öldürsene,1
etsene,3
Oldu,1
öldürdüğü,1
Cüneytlen,2
Armağanlan,1
Ankarada,1
kavgalarık,1
yumruk,2
tabancamın,1
silahını,2
Cüneytle,3
birşeylen,1
koşmuyoruz,1
tabaanca,1
neredeymiş,1
sahici,1
bağırıyormuş,1
korkmuş,2
koşabiliyorum,1
öldürüyorum,3
kovboyları,2
biniyorum,3
öldürür,1
hııı,2
Armağanla,1
karanlıkta,8
Cüneyte,1
yapmıyabiliyorum,1
tank,2
Tülay,1
uyurdu,1
üçte,4
abiler,1
patlatayımmı,1
patlar,4
korkarsınız,1
çamaşırla,1
patladı,1
patlıyor,5
tabancalar,2
aslanlar,3
yutuyor,1
yavrulara,1
kaçar,2
taşa,1
tırnaklar,1
tırmalıyormuş,1
alıyormuş,1
timsah,1
fareler,1
maymunlara,1
fırçayla,2
ellemeden,1
elle,1
yapsın,6
hipotam,1
gözlere,1
insanlara,1
açarmısın,1
kalemun,1
sineğe,1
kalemin,2
sineği,1
babacım,2
başkası,1
sakladım,2
tırmanır,2
elimde,1
kazlar,1
mmm,1
bırakacaksın,1
alacağız,1
yerlerine,1
dizeceğiz,1
koyacağız,6
kağıtlarını,1
bırakacağız,1
buları,1
0büyük,1
0hayvanlarım,1
bbbb,1
getiriyim,5
çöpçü,4
hey,2
vırrr,2
çağırıyormuş,1
0uyuyup,1
abalar,1
vjjj,1
uçan,1
vjjjjj,1
fyyyy,1
brrrr,1
getireceğiz,2
alıcağız,4
teype,3
hazırlıyacağız,1
teypte,1
konuşacaklar,1
söylerse,1
yaban,5
domuzu,1
garip,1
korkunç,1
bulursam,1
bakalıııım,1
şimdiii,1
konuşturacağız,1
konuşup,1
duracaklar,1
kardeşimi,1
görmüştüm,3
geçerken,2
rüyammda,1
yapmamış,2
sevmiş,1
yağıyormuş,1
gelmişler,3
gelirdir,1
düşünüyüm,1
haaa,1
gelirse,2
ayıracağız,1
konuşarken,5
yabanlan,1
aklına,1
Ilhan,2
dışarılara,2
bigün,1
dalmıs,1
yürer,11
durarlar,2
delikleri,1
çakılir,1
icerler,1
yemezde,1
çımlık,1
hepside,2
söyleyeyim,1
peyniride,1
söyleyeceksin,2
söyleyecek,1
B,1
biliyorsun,1
sinamaya,2
sinama,2
şeyimde,2
bunda,1
tas,1
taşlarda,1
filmleri,1
one,1
hastaneye,2
yukarıdan,2
yukarıda,2
oyniyordum,1
arkadaşımlan,1
Kamille,1
abimin,4
okuluna,1
abimleri,1
Kamillen,1
babamlar,2
Idris,1
abimler,2
vardık,1
Sükrülerde,1
gemide,1
nerelere,1
biryere,3
takvimi,1
takvim,1
ağlayan,1
tabancası,2
sahi,2
getirmedi,1
örtüsü,1
kahvaltı,9
yatakları,1
düzeltiyor,1
demirliğe,1
çıkartacanmı,1
kaçırmış,1
okuyunca,1
sınıfcı,1
olucam,1
eczacı,1
olacağım,1
hastalara,1
kazanırlar,1
manto,1
anneanneye,1
alacan,1
mühendis,1
köpekle,1
arkadaşımla,1
kazmacılık,1
kürekle,2
çıkartmayla,1
kalıp,1
çıkartmak,1
olduda,1
arkadaşları,1
çıkarttık,1
mumlar,3
yaktık,1
çekti,1
anino,9
0götür,1
duşmüş,2
aşagıya,1
düşmuş,2
bunlara,2
kendin,1
gösteriyorum,2
ağlıyacak,1
çıkıyormuş,1
iggggg,1
olaydım,2
çantanı,1
çıkmiş,1
alacakmıştı,2
gagalıyorlar,4
çekilin,2
yoldan,2
Usküdara,2
yıkanıyorlar,1
kiraz,3
nenenin,1
acıkmış,5
içiyormuş,1
tulumbayı,1
fış,5
çekiyorlar,1
tulumba,1
çompi,3
yaş,2
Ayşegülün,3
masanın,8
yazıyorlar,2
sarıldı,1
yapacaklar,2
yazdılar,1
kerpeten,1
çompsi,1
testere,1
kesiyorlar,1
çekicim,2
çivi,4
çakıyorum,2
çivimi,1
ağaca,2
götürmüş,4
bulamaz,4
saklamışlar,1
sandviç,1
görmemişti,1
koymuş,2
plak,6
kağıttan,1
durağın,1
ca,4
külah,1
giymiş,2
şapka,4
çorap,1
koymayalım,2
Istanbula,1
tekerlek,2
far,1
fındık,1
binmiş,2
karşıda,3
çıkmışlar,1
bavula,1
çarpmış,5
koyacakmıştı,1
çıkarmıştı,1
getirmişti,1
uçağını,1
antene,1
karakedi,1
kedin,2
kaybet,1
otomobili,3
girdirdim,2
koymuştum,3
kurtun,1
içindeydi,1
oturmuştum,1
durulmuyor,1
sokuyorum,1
donduruyorum,1
açtı,6
arkasını,2
arkasıni,1
Pirayenin,1
füzesi,1
Tayyarın,4
roketini,1
takıyorsun,2
volkswagen,1
roketi,1
yürüyordu,1
füze,2
durdurttumda,1
füzeyle,1
Pirayeyle,1
Pirayelere,1
benzinli,1
vız,3
kayığı,1
çözmüş,1
çözmüşler,1
kayık,2
tabancayla,1
bakmıştık,1
televizyonda,3
kovboylar,1
kayiğı,1
yakmışlardı,1
birtanesini,1
yakmışlar,2
yumruklarsam,1
boğulurlar,1
yumrukluycan,1
bum,15
sıkışacak,1
şöylece,2
kırılacak,2
bombası,1
attımmı,1
bomba,1
tekmek,1
derim,2
kafalarını,1
keserim,1
balıkların,2
canlı,4
beynini,1
boyaylan,1
resmi,4
pazardan,3
gazinoya,1
söyleyimmi,1
tırmandı,2
tepesine,1
giremem,1
götürdü,3
kıpkırmızı,1
gözlüklü,2
bostanda,1
topluyor,1
topluyormuş,1
torbaya,1
ağbim,4
Zeki,2
Galip,2
Ciğdem,1
Tayyarlarda,1
hemdencik,1
kapatıyoruz,1
takmiş,1
sünnet,2
sünnetçiler,1
lunaparkın,1
uzakta,5
sünnetçıler,1
binecem,4
birden,1
gideriz,1
kullanıyor,5
arabasıni,1
yapış,2
karpuz,3
siliyor,5
işler,4
makinaları,1
aygaz,1
işleri,1
gazın,1
icine,1
kaçmış,1
işaretleri,1
kuran,5
okurum,1
okurken,1
camiye,1
camidemi,1
uzaktakine,1
camisine,1
çirkin,2
yola,1
şisko,1
karşiya,1
işik,1
yuvarlaklı,1
tınaz,1
mazallah,1
uçsa,1
binersin,1
roket,1
kullanırım,1
olsa,1
kalkarım,1
halaya,1
götürdün,3
hepsine,1
girmedim,1
sandalyelerin,1
geçmişti,1
sandalyenin,2
aynısı,2
boyası,2
tarafında,1
almıştın,1
içmişti,1
sütle,1
yaşamak,1
yoruldum,2
sıkıldı,1
kanatlarını,4
motoru,2
kurda,1
ormana,4
yılan,1
yılana,1
bakmıştım,1
yatağının,1
çıkmıştı,1
değilmişti,1
yatağın,1
hortumu,2
yapmıştı,2
çıkınca,1
yüzmez,2
atlarlar,1
kumun,1
kendine,4
yapacaksın,2
bakayımmı,2
binemezsin,2
minnacık,2
bulamıyorum,1
nereden,2
gıdı,3
memelerim,1
kalemim,3
gelebilirmisin,1
okuyorum,2
hangi,9
döven,1
hırkalıyı,1
dövemem,1
bilemem,1
söylememki,1
nokta,5
virgül,1
çizgi,1
kollar,1
sarkıktır,1
bacakları,2
ayrıktır,1
gövde,1
dersen,1
hele,1
bastona,1
üsümesin,1
başınız,1
bayım,1
şapkanız,1
öp,1
tuzlu,1
misketlerime,1
güzeldir,1
misket,1
söylecek,1
çalacak,4
çalacaksın,2
çalınır,1
ısıracak,1
yetişti,1
boncuklarımızı,1
amcama,1
uçaktan,1
kaldırdılar,1
iyileşti,2
aşkolsun,2
silofon,1
yenge,1
geçiremiyorumki,1
yaşımdayım,1
seninle,2
kalacak,2
dolmuşa,3
bakabilirmisin,1
hoppala,3
arkana,2
ayol,3
bulasık,1
kafayı,1
yıkıyorum,1
dönsene,1
önüne,1
dön,2
şeylerle,1
anneyle,4
Ayşenle,1
yeriz,1
yatmaya,1
geldiğim,1
picamamı,1
giyerim,1
izine,1
Emine,4
Emineyle,1
bilgilerim,1
sekizde,1
uyurum,4
konuştuklarım,1
sopamı,1
dürüst,1
basbayağı,4
kalmıyor,1
anlattım,1
uyku,1
işten,1
gömlekle,2
Nur,1
içi,4
yıkılmıyor,1
birdenbire,3
ermiş,1
muradına,1
dinliyeyim,1
anlatsana,3
konuşmanı,1
kuyun,6
pençe,3
ayıya,1
şak,1
0vurmuş,1
bayılmış,2
ken,2
kendinden,1
dövüşmüşler,1
kuvvetli,5
carymış,1
şark,2
cırmıklamış,1
yumrukla,1
kafasına,1
ölmüşler,1
yaralanmış,1
Istanbuldaydım,1
ormanda,1
köpeklerden,1
korkarım,2
gözümü,1
cırmıklarlar,1
çat,1
anlatayım,4
dinlemek,1
babayla,1
bulursun,1
öleceğim,1
basacaksın,1
Saygun,2
çıplak,2
gezme,1
basınca,2
dinleyeceğim,1
sevmez,1
olurmuyum,1
anlatacağım,1
konuşurlarken,1
kızmış,6
uzat,1
içeceğim,1
yo,3
havlarlar,2
miyavlarlar,1
yatmıyalım,1
öğretmenim,2
ışık,4
görürler,1
görünce,2
susamış,1
çırparlar,1
anlatayımmı,4
masalı,2
anlatırım,2
karınca,1
tilkiyle,1
kerçe,2
masalları,1
ikiniz,1
öğretmeniz,1
güler,1
son,1
balta,1
kuyruklu,1
herşeyi,1
balıktan,1
otlarlar,1
popo,1
dinle,2
gelicem,1
çocuklara,3
bakıcam,1
Saniye,1
çaldı,4
şeyden,3
İstanbuldan,2
çalışırdım,1
zil,1
cünkü,1
etraf,1
burnum,7
tıkalı,2
sular,5
kesik,1
gelmiyecek,1
gelddi,1
odanın,1
ıcinde,1
saati,4
bekledim,3
abimle,2
bekledik,1
gelmediniz,1
piliç,1
duvara,1
naparlar,1
Güllühanların,2
berberciye,2
susadığı,1
kanadı,6
ısırırlar,4
korkuturlar,1
sapan,3
Muzaffer,1
çingene,1
lerin,1
tutmağa,2
bazan,1
oltaylan,1
tutuyoruz,1
pişirip,1
kartalı,1
Memetciği,1
biliyordum,1
gündür,1
pişirdi,2
Mehmetcik,3
tarlada,1
rençber,1
sınırlarda,1
tunç,1
doyuranım,1
koruyanım,1
atçilık,1
oklavayla,1
kadına,1
tayyare,1
traktöre,2
oynıyayım,1
kosana,1
açacan,1
orasını,3
tarafa,5
kapısına,1
kapısından,1
Ozcanı,3
duydum,2
Ozcan,5
bilezikçiden,1
bilezikcı,1
burama,2
bileziği,1
orama,1
takacak,1
saatim,1
kapıyorum,2
kapıları,2
kapamazsan,1
getireceğim,1
koma,1
yürüdü,1
demiyor,2
buuuu,1
vapuru,3
getirdim,5
kaptan,4
oturttun,1
korkutuyor,1
çıkıcam,1
aninoylan,1
korkutacam,1
vallahi,3
billahi,1
vurdum,2
açacam,3
soktun,1
çikaralım,1
pervanesi,3
Muratlan,1
koşmuş,4
patlamış,2
dikmişler,1
diktirmişler,1
dikmiş,1
acımamiş,1
bant,1
koymuşlar,1
cumbadak,1
kapisını,1
gen,1
aninoyla,1
kulübe,2
kulübü,1
yüzebiliyorum,2
simitsiz,1
vapurdan,3
yüzecek,1
cıpa,2
vuuttttt,1
köpük,2
vuttttt,2
çalıstırıyor,1
açıl,3
dedığı,1
pervane,1
vuttt,1
vutt,1
söylemiyorum,1
inanmıyorum,4
babaya,2
yalancı,3
inanmaz,2
senden,1
almaya,2
vutttt,1
yanıyor,8
vapurla,1
bileziklerini,1
koymasın,1
Remziye,1
Güney,1
bezlen,5
balkonu,1
süpürgeylen,5
ıste,1
kirletiyorum,1
yazmıyor,1
tüfeklen,1
korkutuyummu,1
korkutacağım,1
bakkalın,1
Ramazanın,1
yemiyordum,1
mektup,3
mektubu,1
postaneye,1
boyadım,6
istemiyeceğim,1
Slobin,2
amcayı,2
açtımı,1
sıssst,1
vapurlan,1
vuuu,2
vuu,1
yüzücez,2
soyunuyoruz,1
baylarda,1
yüzmek,3
ağlamadım,1
ağlamıyorum,1
kusuyorum,1
midem,1
kustum,2
çalıştırıyor,2
tabışkanımıza,1
vuut,3
amcaya,1
çalıştır,1
çalıstırmıs,1
cıt,8
vermiyorum,1
pıt,2
gggggggm,1
çarşıya,2
etler,1
pirzola,1
hiçbırşey,1
ayaklarını,1
yüzüyorlar,1
sokuyor,1
yapmışım,1
ısırdı,2
yırttım,1
uçamıyorum,1
kanatlarım,1
hoşşt,1
hoşt,1
diyo,2
bağrıyor,1
dövmüş,2
tırmalamıyor,1
minicik,3
vermemişler,1
Gökçen,1
kalktı,2
ağladın,1
uyumamış,1
acıyor,4
kapatıyorsun,1
bin,1
koşuyormuş,1
ye,3
yatmıyo,1
genceye,1
almışlar,3
naşl,1
üşüyecek,1
kışlıkları,1
kaldırdık,1
dolaba,3
0uyumuş,1
babamınkine,1
silindir,2
yapıcaktı,2
kırdım,2
binicek,1
binmiyecem,1
0naapmış,1
çıkardık,1
topal,5
duramıyor,2
duramadı,1
kamyonda,1
durdut,1
tamirediricez,3
komacan,1
yapıştırıcaz,1
kuruyıcak,1
dolapta,1
alıcaaz,1
geçiricez,1
uçucak,1
0sok,1
0uçağı,1
0da,1
0ya,2
ucunu,2
tamir,4
tekerleği,2
vüüt,4
tavana,1
baak,2
trenin,1
sönmüş,1
çakmak,1
ışıkları,1
tekerleklere,1
Bayram,1
düüt,4
dürt,3
bayrak,1
dürü,5
selaam,1
hazır,2
rap,8
ool,1
buranın,1
sapı,3
tamitsin,1
sapıs,1
sapını,1
hozaran,1
çalıcam,1
nenem,3
kaldırmış,3
söyliyim,1
davulumu,2
getiricem,2
bulamadım,7
bulamazsın,1
söyliyelim,1
buluyorsun,1
hay,3
biniyorlar,1
deh,1
tıkıdık,2
bahh,1
ayy,2
kayıklar,1
tutuyorlar,2
kenarına,2
çık,8
bisiklete,1
geziyorlar,1
salıncağa,1
fınduk,3
yıldız,2
girerken,1
giyecem,1
çikarıcam,2
atlıycam,1
yüzücem,2
gelsene,1
karganın,1
çalıyo,1
bulmuş,3
yapıcaksın,1
öff,1
naaptın,1
şunna,1
caksın,1
döndürüyorum,1
etti,2
götürücem,1
burnuma,2
sürersin,1
rüyor,1
parmağına,1
gezdik,2
koltuktan,1
takılar,1
koyacam,13
vurunca,1
giremez,2
girmez,5
aah,3
merdivesi,1
itfaiyemi,2
indiriyorlar,1
itfaiyemde,1
ııh,1
indirmiş,1
inememiş,1
çıkamamış,1
indiriyor,1
takarım,1
takamadım,1
giricek,2
taksana,1
direksiyon,2
koyuyorlar,1
sallanıyolar,2
tahtaravalli,4
katlıycaksın,1
kum,3
saatimi,1
devrilir,1
kitapları,2
alış,2
verişi,2
çimenlere,1
çocuklarla,1
tuttuk,2
koştuk,6
bing,1
çıkıcak,1
buu,1
çıkarttın,5
band,2
sarıyor,1
teker,1
makara,3
öğret,1
bantı,1
çıkarınıcak,1
çıkartıyım,1
kırmızıyı,6
çıkartıyımmı,1
çıkartamam,1
nere,1
çarpıyor,1
çıkartırmı,1
vermem,3
0çekil,1
topumla,2
fişi,1
takmadık,1
kordon,3
haah,1
burdaymış,2
döndürdük,1
burasınna,1
oynıycaz,2
bildi,1
çalışıyormu,1
çalışmadı,1
ceryanı,7
bastıralım,1
dönsün,1
tambanca,1
tapanca,4
diycem,1
0ben,1
tırmandım,2
tırmanıcam,2
tırmanıyorum,1
tırmanıyımmı,1
giyicek,1
durdurtsana,2
durduttum,1
kesilmiş,1
alicaz,1
tavşanı,3
didi,1
içiriyorum,1
yapıyom,1
döver,6
0tekerlek,1
sakın,3
öööur,1
açtın,2
yapıyo,3
makaraları,1
aradım,1
hii,2
yırtar,1
korusun,2
batar,1
koyıyım,4
Bismillah,1
katladım,1
kukla,1
açma,1
katlıy,1
ans,1
koyuyum,2
açıyım,5
katlıyım,1
çarpma,2
yapıcaz,4
na,1
uyurdum,1
çevir,6
annee,1
ağla,1
çevirdim,1
çivisini,2
çivisi,5
baş,2
0kaldır,1
kaldırıyorum,1
kaldırdım,2
kuvvetlim,1
indirdim,1
kuvvetlidim,1
ayır,1
arıyorsun,2
kuvvetliim,1
pazularım,1
pazuma,1
hi,2
devv,1
kapattın,2
teypin,1
0yapası,1
vida,1
bee,2
takıyım,1
takıcam,2
çekiyim,1
taşır,1
ağbimin,3
Taunus,1
döküyümmü,1
girmiş,3
istiyorlar,2
camın,2
dolmuşlar,1
bırakacanmı,3
ağbimlen,1
çıkarmış,1
sesini,1
seninmi,1
üçüncü,1
birbirlerine,1
düşürürüm,1
uçururum,1
lambaya,1
kırıp,1
bozuyum,1
xxxyle,1
taksın,1
sokağı,1
sokağına,1
boyayla,1
vrmmm,1
bram,2
ütüylen,2
şeylen,5
bozuyormusun,2
akşama,5
Kuran,1
bozma,1
bozuyorsun,2
kırmıyorsun,1
kırıyorsun,1
heykel,1
girilir,1
çekmesin,1
kapatıyımmı,3
saldırttırdın,2
saldırttın,1
çaldırdın,1
Tahlip,1
Fenerde,1
onlarda,1
çekiç,2
çiçekleri,1
bozulur,1
cama,4
kırılıyor,1
atölyeden,1
lira,1
kazağım,1
kazağımı,1
ipinden,1
düyme,1
üzerime,1
geçirmedim,1
kol,2
ayım,2
Melahatten,1
dövüşüyorlar,1
Tayyar,5
dans,4
tabancama,1
verecenmi,1
patlamaz,2
çekiyorsun,2
tetiği,1
patlamıyor,1
sıkıcam,1
yanacak,2
0yanacak,1
kılıç,1
vuruyorum,1
uzuyor,1
birer,5
böcekler,1
börek,1
kurtlara,1
verecem,4
benzedi,1
kanadını,3
fırlar,1
atıyorlar,4
inatlan,1
basıyorlar,1
boynu,1
nay,3
kılan,2
palto,1
giyiyorlar,1
radyonun,2
vuruyorlar,1
fos,1
bardaktan,1
isterler,1
iğneleri,1
elleri,2
yüzdü,1
kalacam,1
kullanacam,3
atıcam,1
buf,1
ellerinle,1
yumurtalı,1
şeysini,2
yatmıyacammı,1
yatmıyacanmı,1
yatmıyorum,4
Yalçın,1
oynamadık,1
sallanıyoruz,1
hadı,1
Marmaris,2
tatil,2
köyünden,1
gittinmi,1
köyüne,1
yüzdünmü,1
Marmariste,1
sileyim,2
bisküvit,1
boyumu,1
ölçermisin,1
büyüksün,1
palyaço,1
topluyormusun,1
üsümüşler,1
örtüyorum,1
üşümüşler,1
çıkmasınlar,1
ayakkabım,2
çözüldü,1
sıkı,1
bağla,2
istemediği,2
istemedim,1
Güzine,2
Volkswagen,4
kutuları,1
dolduruyorum,4
boşaltamayız,1
masaya,2
boşaltayım,1
uyumuyacağım,1
pantolonunu,2
giydir,1
giydirsene,1
çamaşırlar,4
